x,y,z,ux,uy,uz,speed,T
420.0,540.0,110.0,-0.0319,-0.0020,0.9995,0.1382,25.07
480.0,0.0,110.0,0.5844,0.0271,0.8110,0.2099,24.55
480.0,120.0,110.0,-0.7229,-0.6882,-0.0615,0.0773,25.24
480.0,180.0,110.0,-0.7961,-0.5947,-0.1121,0.1061,25.29
480.0,240.0,110.0,-0.8810,-0.4682,-0.0675,0.0881,25.31
480.0,300.0,110.0,-0.8124,-0.5770,0.0841,0.0678,25.26
480.0,360.0,110.0,-0.5525,-0.8197,0.1514,0.0500,25.22
480.0,540.0,110.0,-0.0088,0.0087,0.9999,0.1611,25.10
540.0,0.0,110.0,0.6945,0.0363,0.7185,0.2269,24.50
540.0,60.0,110.0,0.7993,0.5977,-0.0623,0.0692,25.05
540.0,180.0,110.0,-0.9625,-0.1881,-0.1957,0.1107,25.17
540.0,240.0,110.0,-0.9430,-0.1948,-0.2696,0.1180,25.24
540.0,300.0,110.0,-0.9401,-0.3041,-0.1539,0.0798,25.23
540.0,480.0,110.0,-0.1410,-0.0597,0.9882,0.0643,24.89
600.0,0.0,110.0,0.7751,0.0440,0.6303,0.2117,24.47
600.0,60.0,110.0,0.6169,0.7380,-0.2737,0.0742,24.83
600.0,120.0,110.0,-0.4594,0.8815,-0.1092,0.0563,25.01
600.0,180.0,110.0,-0.9191,0.3003,-0.2551,0.1065,25.04
600.0,240.0,110.0,-0.8822,0.2108,-0.4212,0.1196,25.07
600.0,300.0,110.0,-0.8919,0.0821,-0.4448,0.0832,25.10
600.0,480.0,110.0,0.0739,-0.0619,0.9953,0.1747,25.11
660.0,0.0,110.0,0.8266,0.0549,0.5601,0.1897,24.49
660.0,60.0,110.0,0.3200,0.8264,-0.4632,0.0722,24.69
660.0,120.0,110.0,-0.4280,0.8399,-0.3338,0.0904,24.90
660.0,180.0,110.0,-0.7009,0.6417,-0.3115,0.1295,24.87
660.0,240.0,110.0,-0.7357,0.5622,-0.3778,0.1080,24.89
660.0,360.0,110.0,-0.0410,-0.1099,0.9931,0.0950,24.90
720.0,0.0,110.0,0.8295,0.1294,0.5434,0.1522,24.55
720.0,60.0,110.0,-0.1879,0.9498,-0.2502,0.0908,24.59
720.0,120.0,110.0,-0.4946,0.8675,-0.0541,0.1323,24.68
720.0,180.0,110.0,-0.5554,0.7841,0.2771,0.1046,24.76
720.0,240.0,110.0,-0.2359,0.2042,0.9501,0.0758,24.89
720.0,300.0,110.0,0.0444,-0.1154,0.9923,0.1549,25.15
780.0,0.0,110.0,0.3042,0.3339,0.8922,0.1654,24.80
780.0,60.0,110.0,-0.0481,0.6528,0.7560,0.1934,24.91
780.0,120.0,110.0,-0.1183,0.4489,0.8857,0.1874,25.12
