x,y,z,ux,uy,uz,speed,T
360.0,540.0,110.0,0.0392,0.0162,0.9991,0.1426,23.68
420.0,0.0,110.0,0.3299,-0.0426,0.9430,0.1447,23.28
420.0,60.0,110.0,-0.1429,-0.7964,-0.5876,0.0786,23.54
420.0,120.0,110.0,-0.1735,-0.4130,-0.8941,0.2636,22.97
420.0,180.0,110.0,-0.0323,-0.1646,-0.9858,0.5035,21.92
420.0,240.0,110.0,-0.2604,-0.3190,-0.9113,0.0688,23.46
420.0,540.0,110.0,-0.0477,0.0229,0.9986,0.1399,23.67
480.0,0.0,110.0,0.6236,0.0003,0.7817,0.2003,23.19
480.0,120.0,110.0,-0.6605,-0.7497,-0.0409,0.0913,23.59
480.0,180.0,110.0,-0.7412,-0.6453,-0.1850,0.1037,23.70
480.0,240.0,110.0,-0.8696,-0.4641,-0.1687,0.0728,23.70
480.0,300.0,110.0,-0.8970,-0.4419,0.0104,0.0447,23.62
480.0,540.0,110.0,-0.0240,0.0305,0.9992,0.1700,23.75
540.0,0.0,110.0,0.7151,0.0126,0.6990,0.2341,23.11
540.0,60.0,110.0,0.9406,0.3222,0.1071,0.0395,23.41
540.0,120.0,110.0,-0.9526,-0.2795,-0.1200,0.0545,23.46
540.0,180.0,110.0,-0.9044,-0.2900,-0.3131,0.1082,23.57
540.0,240.0,110.0,-0.8731,-0.1604,-0.4604,0.1090,23.65
540.0,300.0,110.0,-0.9472,-0.1016,-0.3042,0.0598,23.64
540.0,480.0,110.0,-0.1394,0.0718,0.9876,0.0670,23.41
600.0,0.0,110.0,0.7827,0.0190,0.6221,0.2270,23.06
600.0,60.0,110.0,0.6392,0.7344,-0.2280,0.0491,23.26
600.0,120.0,110.0,-0.7257,0.6303,-0.2757,0.0572,23.39
600.0,180.0,110.0,-0.8723,0.2796,-0.4011,0.1040,23.43
600.0,240.0,110.0,-0.7502,0.2457,-0.6139,0.1138,23.46
600.0,300.0,110.0,-0.7057,0.2239,-0.6722,0.0732,23.53
600.0,420.0,110.0,-0.1223,0.0964,0.9878,0.0480,23.38
600.0,480.0,110.0,0.0469,-0.0208,0.9987,0.1930,23.82
660.0,0.0,110.0,0.8230,0.0307,0.5672,0.2101,23.06
660.0,60.0,110.0,0.2705,0.8318,-0.4847,0.0642,23.14
660.0,120.0,110.0,-0.4848,0.7607,-0.4317,0.0971,23.30
660.0,180.0,110.0,-0.6259,0.6692,-0.4005,0.1229,23.24
660.0,240.0,110.0,-0.5875,0.5845,-0.5597,0.0953,23.28
660.0,360.0,110.0,-0.0063,-0.0249,0.9997,0.1094,23.49
720.0,0.0,110.0,0.7993,0.0966,0.5931,0.1788,23.10
720.0,60.0,110.0,-0.1628,0.9866,-0.0123,0.0903,23.00
720.0,120.0,110.0,-0.4578,0.8846,0.0890,0.1279,23.08
720.0,180.0,110.0,-0.4563,0.7709,0.4444,0.0893,23.18
720.0,240.0,110.0,-0.0894,0.1508,0.9845,0.0790,23.39
720.0,300.0,110.0,0.0369,-0.0691,0.9969,0.1750,23.83
780.0,0.0,110.0,0.2741,0.2860,0.9182,0.2068,23.46
780.0,60.0,110.0,-0.0416,0.5426,0.8389,0.2358,23.57
780.0,120.0,110.0,-0.0780,0.3009,0.9505,0.2240,23.77
