x,y,z,ux,uy,uz,speed,T
420.0,540.0,110.0,-0.0473,0.0114,0.9988,0.1407,24.07
480.0,0.0,110.0,0.5988,0.0122,0.8008,0.2028,23.57
480.0,120.0,110.0,-0.7277,-0.6834,-0.0589,0.0865,24.09
480.0,180.0,110.0,-0.7878,-0.6063,-0.1083,0.1021,24.19
480.0,240.0,110.0,-0.8729,-0.4847,-0.0558,0.0771,24.19
480.0,300.0,110.0,-0.8563,-0.5149,0.0407,0.0549,24.11
480.0,540.0,110.0,-0.0193,0.0234,0.9995,0.1684,24.12
540.0,0.0,110.0,0.7006,0.0231,0.7132,0.2271,23.51
540.0,60.0,110.0,0.8727,0.4882,0.0110,0.0504,23.92
540.0,120.0,110.0,-0.9802,-0.1561,-0.1222,0.0506,23.97
540.0,180.0,110.0,-0.9245,-0.2725,-0.2665,0.1139,24.07
540.0,240.0,110.0,-0.9195,-0.2017,-0.3373,0.1098,24.16
540.0,300.0,110.0,-0.9554,-0.2333,-0.1812,0.0693,24.12
540.0,480.0,110.0,-0.1531,0.0158,0.9881,0.0663,23.83
600.0,0.0,110.0,0.7748,0.0293,0.6315,0.2158,23.48
600.0,60.0,110.0,0.6432,0.7251,-0.2461,0.0602,23.74
600.0,120.0,110.0,-0.6675,0.7160,-0.2045,0.0523,23.88
600.0,180.0,110.0,-0.9034,0.2331,-0.3599,0.1048,23.93
600.0,240.0,110.0,-0.8124,0.1973,-0.5487,0.1151,23.98
600.0,300.0,110.0,-0.8150,0.1476,-0.5603,0.0780,24.02
600.0,480.0,110.0,0.0533,-0.0337,0.9980,0.1891,24.18
660.0,0.0,110.0,0.8194,0.0396,0.5718,0.1966,23.49
660.0,60.0,110.0,0.3016,0.8195,-0.4872,0.0676,23.62
660.0,120.0,110.0,-0.4657,0.7931,-0.3926,0.0912,23.79
660.0,180.0,110.0,-0.6557,0.6500,-0.3841,0.1224,23.75
660.0,240.0,110.0,-0.6454,0.5647,-0.5144,0.0992,23.78
660.0,360.0,110.0,-0.0290,-0.0418,0.9987,0.1053,23.88
720.0,0.0,110.0,0.8064,0.1083,0.5814,0.1632,23.55
720.0,60.0,110.0,-0.1843,0.9700,-0.1584,0.0893,23.50
720.0,120.0,110.0,-0.4668,0.8843,0.0086,0.1269,23.58
720.0,180.0,110.0,-0.4897,0.7953,0.3573,0.0898,23.65
720.0,240.0,110.0,-0.1449,0.1798,0.9730,0.0780,23.83
720.0,300.0,110.0,0.0404,-0.0876,0.9953,0.1722,24.20
780.0,0.0,110.0,0.2755,0.2920,0.9159,0.1904,23.88
780.0,60.0,110.0,-0.0454,0.5567,0.8295,0.2173,24.00
780.0,120.0,110.0,-0.0822,0.3097,0.9473,0.2069,24.17
