t_s,point,ue_x,ue_y,z,T_C,U_mag
427.8,B,7.50,0.80,0.10,25.823,0.2859
427.8,B,7.50,0.80,1.10,24.567,0.0413
427.8,B,7.50,0.80,1.70,24.087,0.0638
427.8,C,4.00,4.50,0.10,26.175,0.2855
427.8,C,4.00,4.50,1.10,24.776,0.0010
427.8,C,4.00,4.50,1.70,24.210,0.0011
427.8,D,0.50,0.80,0.10,25.823,0.2859
427.8,D,0.50,0.80,1.10,24.567,0.0413
427.8,D,0.50,0.80,1.70,24.087,0.0638
428.95,A,4.00,2.00,0.10,26.660,0.3370
428.95,A,4.00,2.00,1.10,24.753,0.2074
428.95,A,4.00,2.00,1.70,24.098,0.1295
428.95,B,7.50,0.80,0.10,25.809,0.2859
428.95,B,7.50,0.80,1.10,24.559,0.0413
428.95,B,7.50,0.80,1.70,24.082,0.0638
428.95,C,4.00,4.50,0.10,26.158,0.2855
428.95,C,4.00,4.50,1.10,24.766,0.0010
428.95,C,4.00,4.50,1.70,24.204,0.0011
428.95,D,0.50,0.80,0.10,25.809,0.2859
428.95,D,0.50,0.80,1.10,24.559,0.0413
428.95,D,0.50,0.80,1.70,24.082,0.0638
430.1,A,4.00,2.00,0.10,26.641,0.3370
430.1,A,4.00,2.00,1.10,24.743,0.2074
430.1,A,4.00,2.00,1.70,24.093,0.1295
430.1,B,7.50,0.80,0.10,25.794,0.2859
430.1,B,7.50,0.80,1.10,24.550,0.0413
430.1,B,7.50,0.80,1.70,24.077,0.0638
430.1,C,4.00,4.50,0.10,26.142,0.2855
430.1,C,4.00,4.50,1.10,24.757,0.0010
430.1,C,4.00,4.50,1.70,24.199,0.0011
430.1,D,0.50,0.80,0.10,25.794,0.2859
430.1,D,0.50,0.80,1.10,24.550,0.0413
430.1,D,0.50,0.80,1.70,24.077,0.0638
431.25,A,4.00,2.00,0.10,26.622,0.3370
431.25,A,4.00,2.00,1.10,24.733,0.2074
431.25,A,4.00,2.00,1.70,24.088,0.1295
431.25,B,7.50,0.80,0.10,25.779,0.2859
431.25,B,7.50,0.80,1.10,24.542,0.0413
431.25,B,7.50,0.80,1.70,24.072,0.0638
431.25,C,4.00,4.50,0.10,26.125,0.2855
431.25,C,4.00,4.50,1.10,24.747,0.0010
431.25,C,4.00,4.50,1.70,24.193,0.0011
431.25,D,0.50,0.80,0.10,25.779,0.2859
431.25,D,0.50,0.80,1.10,24.542,0.0413
431.25,D,0.50,0.80,1.70,24.072,0.0638
432.4,A,4.00,2.00,0.10,26.603,0.3370
432.4,A,4.00,2.00,1.10,24.723,0.2074
432.4,A,4.00,2.00,1.70,24.083,0.1295
432.4,B,7.50,0.80,0.10,25.765,0.2859
432.4,B,7.50,0.80,1.10,24.533,0.0413
432.4,B,7.50,0.80,1.70,24.067,0.0638
432.4,C,4.00,4.50,0.10,26.109,0.2855
432.4,C,4.00,4.50,1.10,24.737,0.0010
432.4,C,4.00,4.50,1.70,24.187,0.0011
432.4,D,0.50,0.80,0.10,25.765,0.2859
432.4,D,0.50,0.80,1.10,24.533,0.0413
432.4,D,0.50,0.80,1.70,24.067,0.0638
433.55,A,4.00,2.00,0.10,26.584,0.3370
433.55,A,4.00,2.00,1.10,24.714,0.2074
433.55,A,4.00,2.00,1.70,24.078,0.1295
433.55,B,7.50,0.80,0.10,25.750,0.2859
433.55,B,7.50,0.80,1.10,24.525,0.0413
433.55,B,7.50,0.80,1.70,24.062,0.0638
433.55,C,4.00,4.50,0.10,26.093,0.2855
433.55,C,4.00,4.50,1.10,24.727,0.0010
433.55,C,4.00,4.50,1.70,24.181,0.0011
433.55,D,0.50,0.80,0.10,25.750,0.2859
433.55,D,0.50,0.80,1.10,24.525,0.0413
433.55,D,0.50,0.80,1.70,24.062,0.0638
434.7,A,4.00,2.00,0.10,26.565,0.3370
434.7,A,4.00,2.00,1.10,24.704,0.2074
434.7,A,4.00,2.00,1.70,24.073,0.1295
434.7,B,7.50,0.80,0.10,25.736,0.2859
434.7,B,7.50,0.80,1.10,24.516,0.0413
434.7,B,7.50,0.80,1.70,24.057,0.0638
434.7,C,4.00,4.50,0.10,26.077,0.2855
434.7,C,4.00,4.50,1.10,24.717,0.0010
434.7,C,4.00,4.50,1.70,24.175,0.0011
434.7,D,0.50,0.80,0.10,25.736,0.2859
434.7,D,0.50,0.80,1.10,24.516,0.0413
434.7,D,0.50,0.80,1.70,24.057,0.0638
435.85,A,4.00,2.00,0.10,26.547,0.3370
435.85,A,4.00,2.00,1.10,24.695,0.2074
435.85,A,4.00,2.00,1.70,24.068,0.1295
435.85,B,7.50,0.80,0.10,25.722,0.2859
435.85,B,7.50,0.80,1.10,24.508,0.0413
435.85,B,7.50,0.80,1.70,24.053,0.0638
435.85,C,4.00,4.50,0.10,26.061,0.2855
435.85,C,4.00,4.50,1.10,24.708,0.0010
435.85,C,4.00,4.50,1.70,24.169,0.0011
435.85,D,0.50,0.80,0.10,25.722,0.2859
435.85,D,0.50,0.80,1.10,24.508,0.0413
435.85,D,0.50,0.80,1.70,24.053,0.0638
437.0,A,4.00,2.00,0.10,26.528,0.3370
437.0,A,4.00,2.00,1.10,24.685,0.2074
437.0,A,4.00,2.00,1.70,24.063,0.1295
437.0,B,7.50,0.80,0.10,25.707,0.2859
437.0,B,7.50,0.80,1.10,24.500,0.0413
437.0,B,7.50,0.80,1.70,24.048,0.0638
437.0,C,4.00,4.50,0.10,26.045,0.2855
437.0,C,4.00,4.50,1.10,24.698,0.0010
437.0,C,4.00,4.50,1.70,24.164,0.0011
437.0,D,0.50,0.80,0.10,25.707,0.2859
437.0,D,0.50,0.80,1.10,24.500,0.0413
437.0,D,0.50,0.80,1.70,24.048,0.0638
438.15,A,4.00,2.00,0.10,26.510,0.3370
438.15,A,4.00,2.00,1.10,24.676,0.2074
438.15,A,4.00,2.00,1.70,24.058,0.1295
438.15,B,7.50,0.80,0.10,25.693,0.2859
438.15,B,7.50,0.80,1.10,24.492,0.0413
438.15,B,7.50,0.80,1.70,24.043,0.0638
438.15,C,4.00,4.50,0.10,26.029,0.2855
438.15,C,4.00,4.50,1.10,24.689,0.0010
438.15,C,4.00,4.50,1.70,24.158,0.0011
438.15,D,0.50,0.80,0.10,25.693,0.2859
438.15,D,0.50,0.80,1.10,24.492,0.0413
438.15,D,0.50,0.80,1.70,24.043,0.0638
439.3,A,4.00,2.00,0.10,26.492,0.3370
439.3,A,4.00,2.00,1.10,24.666,0.2074
439.3,A,4.00,2.00,1.70,24.054,0.1295
439.3,B,7.50,0.80,0.10,25.679,0.2859
439.3,B,7.50,0.80,1.10,24.484,0.0413
439.3,B,7.50,0.80,1.70,24.039,0.0638
439.3,C,4.00,4.50,0.10,26.013,0.2855
439.3,C,4.00,4.50,1.10,24.679,0.0010
439.3,C,4.00,4.50,1.70,24.153,0.0011
439.3,D,0.50,0.80,0.10,25.679,0.2859
439.3,D,0.50,0.80,1.10,24.484,0.0413
439.3,D,0.50,0.80,1.70,24.039,0.0638
440.45,A,4.00,2.00,0.10,26.474,0.3370
440.45,A,4.00,2.00,1.10,24.657,0.2074
440.45,A,4.00,2.00,1.70,24.049,0.1295
440.45,B,7.50,0.80,0.10,25.665,0.2859
440.45,B,7.50,0.80,1.10,24.476,0.0413
440.45,B,7.50,0.80,1.70,24.034,0.0638
440.45,C,4.00,4.50,0.10,25.997,0.2855
440.45,C,4.00,4.50,1.10,24.670,0.0010
440.45,C,4.00,4.50,1.70,24.147,0.0011
440.45,D,0.50,0.80,0.10,25.665,0.2859
440.45,D,0.50,0.80,1.10,24.476,0.0413
440.45,D,0.50,0.80,1.70,24.034,0.0638
441.6,A,4.00,2.00,0.10,26.456,0.3370
441.6,A,4.00,2.00,1.10,24.648,0.2074
441.6,A,4.00,2.00,1.70,24.044,0.1295
441.6,B,7.50,0.80,0.10,25.651,0.2859
441.6,B,7.50,0.80,1.10,24.468,0.0413
441.6,B,7.50,0.80,1.70,24.029,0.0638
441.6,C,4.00,4.50,0.10,25.982,0.2855
441.6,C,4.00,4.50,1.10,24.661,0.0010
441.6,C,4.00,4.50,1.70,24.142,0.0011
441.6,D,0.50,0.80,0.10,25.651,0.2859
441.6,D,0.50,0.80,1.10,24.468,0.0413
441.6,D,0.50,0.80,1.70,24.029,0.0638
442.75,A,4.00,2.00,0.10,26.438,0.3370
442.75,A,4.00,2.00,1.10,24.639,0.2074
442.75,A,4.00,2.00,1.70,24.040,0.1295
442.75,B,7.50,0.80,0.10,25.637,0.2859
442.75,B,7.50,0.80,1.10,24.460,0.0413
442.75,B,7.50,0.80,1.70,24.025,0.0638
442.75,C,4.00,4.50,0.10,25.966,0.2855
442.75,C,4.00,4.50,1.10,24.651,0.0010
442.75,C,4.00,4.50,1.70,24.136,0.0011
442.75,D,0.50,0.80,0.10,25.637,0.2859
442.75,D,0.50,0.80,1.10,24.460,0.0413
442.75,D,0.50,0.80,1.70,24.025,0.0638
443.9,A,4.00,2.00,0.10,26.420,0.3370
443.9,A,4.00,2.00,1.10,24.630,0.2074
443.9,A,4.00,2.00,1.70,24.035,0.1295
443.9,B,7.50,0.80,0.10,25.624,0.2859
443.9,B,7.50,0.80,1.10,24.452,0.0413
443.9,B,7.50,0.80,1.70,24.020,0.0638
443.9,C,4.00,4.50,0.10,25.951,0.2855
443.9,C,4.00,4.50,1.10,24.642,0.0010
443.9,C,4.00,4.50,1.70,24.131,0.0011
443.9,D,0.50,0.80,0.10,25.624,0.2859
443.9,D,0.50,0.80,1.10,24.452,0.0413
443.9,D,0.50,0.80,1.70,24.020,0.0638
445.05,A,4.00,2.00,0.10,26.402,0.3370
445.05,A,4.00,2.00,1.10,24.621,0.2074
445.05,A,4.00,2.00,1.70,24.030,0.1295
445.05,B,7.50,0.80,0.10,25.610,0.2859
445.05,B,7.50,0.80,1.10,24.444,0.0413
445.05,B,7.50,0.80,1.70,24.016,0.0638
445.05,C,4.00,4.50,0.10,25.935,0.2855
445.05,C,4.00,4.50,1.10,24.633,0.0010
445.05,C,4.00,4.50,1.70,24.125,0.0011
445.05,D,0.50,0.80,0.10,25.610,0.2859
445.05,D,0.50,0.80,1.10,24.444,0.0413
445.05,D,0.50,0.80,1.70,24.016,0.0638
446.2,A,4.00,2.00,0.10,26.384,0.3370
446.2,A,4.00,2.00,1.10,24.612,0.2074
446.2,A,4.00,2.00,1.70,24.026,0.1295
446.2,B,7.50,0.80,0.10,25.596,0.2859
446.2,B,7.50,0.80,1.10,24.436,0.0413
446.2,B,7.50,0.80,1.70,24.011,0.0638
446.2,C,4.00,4.50,0.10,25.920,0.2855
446.2,C,4.00,4.50,1.10,24.624,0.0010
446.2,C,4.00,4.50,1.70,24.120,0.0011
446.2,D,0.50,0.80,0.10,25.596,0.2859
446.2,D,0.50,0.80,1.10,24.436,0.0413
446.2,D,0.50,0.80,1.70,24.011,0.0638
447.35,A,4.00,2.00,0.10,26.367,0.3370
447.35,A,4.00,2.00,1.10,24.603,0.2074
447.35,A,4.00,2.00,1.70,24.021,0.1295
447.35,B,7.50,0.80,0.10,25.583,0.2859
447.35,B,7.50,0.80,1.10,24.428,0.0413
447.35,B,7.50,0.80,1.70,24.007,0.0638
447.35,C,4.00,4.50,0.10,25.905,0.2855
447.35,C,4.00,4.50,1.10,24.615,0.0010
447.35,C,4.00,4.50,1.70,24.115,0.0011
447.35,D,0.50,0.80,0.10,25.583,0.2859
447.35,D,0.50,0.80,1.10,24.428,0.0413
447.35,D,0.50,0.80,1.70,24.007,0.0638
448.5,A,4.00,2.00,0.10,26.349,0.3370
448.5,A,4.00,2.00,1.10,24.594,0.2074
448.5,A,4.00,2.00,1.70,24.017,0.1295
448.5,B,7.50,0.80,0.10,25.569,0.2859
448.5,B,7.50,0.80,1.10,24.421,0.0413
448.5,B,7.50,0.80,1.70,24.003,0.0638
448.5,C,4.00,4.50,0.10,25.889,0.2855
448.5,C,4.00,4.50,1.10,24.606,0.0010
448.5,C,4.00,4.50,1.70,24.109,0.0011
448.5,D,0.50,0.80,0.10,25.569,0.2859
448.5,D,0.50,0.80,1.10,24.421,0.0413
448.5,D,0.50,0.80,1.70,24.003,0.0638
449.65,A,4.00,2.00,0.10,26.332,0.3370
449.65,A,4.00,2.00,1.10,24.585,0.2074
449.65,A,4.00,2.00,1.70,24.012,0.1295
449.65,B,7.50,0.80,0.10,25.556,0.2859
449.65,B,7.50,0.80,1.10,24.413,0.0413
449.65,B,7.50,0.80,1.70,23.998,0.0638
449.65,C,4.00,4.50,0.10,25.874,0.2855
449.65,C,4.00,4.50,1.10,24.597,0.0010
449.65,C,4.00,4.50,1.70,24.104,0.0011
449.65,D,0.50,0.80,0.10,25.556,0.2859
449.65,D,0.50,0.80,1.10,24.413,0.0413
449.65,D,0.50,0.80,1.70,23.998,0.0638
450.8,A,4.00,2.00,0.10,26.314,0.3370
450.8,A,4.00,2.00,1.10,24.576,0.2074
450.8,A,4.00,2.00,1.70,24.008,0.1295
450.8,B,7.50,0.80,0.10,25.542,0.2859
450.8,B,7.50,0.80,1.10,24.405,0.0413
450.8,B,7.50,0.80,1.70,23.994,0.0638
450.8,C,4.00,4.50,0.10,25.859,0.2855
450.8,C,4.00,4.50,1.10,24.588,0.0010
450.8,C,4.00,4.50,1.70,24.099,0.0011
450.8,D,0.50,0.80,0.10,25.542,0.2859
450.8,D,0.50,0.80,1.10,24.405,0.0413
450.8,D,0.50,0.80,1.70,23.994,0.0638
451.95,A,4.00,2.00,0.10,26.297,0.3370
451.95,A,4.00,2.00,1.10,24.568,0.2074
451.95,A,4.00,2.00,1.70,24.004,0.1295
451.95,B,7.50,0.80,0.10,25.529,0.2859
451.95,B,7.50,0.80,1.10,24.398,0.0413
451.95,B,7.50,0.80,1.70,23.990,0.0638
451.95,C,4.00,4.50,0.10,25.844,0.2855
451.95,C,4.00,4.50,1.10,24.580,0.0010
451.95,C,4.00,4.50,1.70,24.094,0.0011
451.95,D,0.50,0.80,0.10,25.529,0.2859
451.95,D,0.50,0.80,1.10,24.398,0.0413
451.95,D,0.50,0.80,1.70,23.990,0.0638
453.1,A,4.00,2.00,0.10,26.280,0.3370
453.1,A,4.00,2.00,1.10,24.559,0.2074
453.1,A,4.00,2.00,1.70,23.999,0.1295
453.1,B,7.50,0.80,0.10,25.516,0.2859
453.1,B,7.50,0.80,1.10,24.390,0.0413
453.1,B,7.50,0.80,1.70,23.986,0.0638
453.1,C,4.00,4.50,0.10,25.830,0.2855
453.1,C,4.00,4.50,1.10,24.571,0.0010
453.1,C,4.00,4.50,1.70,24.089,0.0011
453.1,D,0.50,0.80,0.10,25.516,0.2859
453.1,D,0.50,0.80,1.10,24.390,0.0413
453.1,D,0.50,0.80,1.70,23.986,0.0638
454.25,A,4.00,2.00,0.10,26.263,0.3370
454.25,A,4.00,2.00,1.10,24.550,0.2074
454.25,A,4.00,2.00,1.70,23.995,0.1295
454.25,B,7.50,0.80,0.10,25.503,0.2859
454.25,B,7.50,0.80,1.10,24.383,0.0413
454.25,B,7.50,0.80,1.70,23.981,0.0638
454.25,C,4.00,4.50,0.10,25.815,0.2855
454.25,C,4.00,4.50,1.10,24.562,0.0010
454.25,C,4.00,4.50,1.70,24.084,0.0011
454.25,D,0.50,0.80,0.10,25.503,0.2859
454.25,D,0.50,0.80,1.10,24.383,0.0413
454.25,D,0.50,0.80,1.70,23.981,0.0638
455.4,A,4.00,2.00,0.10,26.246,0.3370
455.4,A,4.00,2.00,1.10,24.542,0.2074
455.4,A,4.00,2.00,1.70,23.991,0.1295
455.4,B,7.50,0.80,0.10,25.489,0.2859
455.4,B,7.50,0.80,1.10,24.375,0.0413
455.4,B,7.50,0.80,1.70,23.977,0.0638
455.4,C,4.00,4.50,0.10,25.800,0.2855
455.4,C,4.00,4.50,1.10,24.554,0.0010
455.4,C,4.00,4.50,1.70,24.079,0.0011
455.4,D,0.50,0.80,0.10,25.489,0.2859
455.4,D,0.50,0.80,1.10,24.375,0.0413
455.4,D,0.50,0.80,1.70,23.977,0.0638
456.55,A,4.00,2.00,0.10,26.229,0.3370
456.55,A,4.00,2.00,1.10,24.534,0.2074
456.55,A,4.00,2.00,1.70,23.986,0.1295
456.55,B,7.50,0.80,0.10,25.476,0.2859
456.55,B,7.50,0.80,1.10,24.368,0.0413
456.55,B,7.50,0.80,1.70,23.973,0.0638
456.55,C,4.00,4.50,0.10,25.786,0.2855
456.55,C,4.00,4.50,1.10,24.545,0.0010
456.55,C,4.00,4.50,1.70,24.074,0.0011
456.55,D,0.50,0.80,0.10,25.476,0.2859
456.55,D,0.50,0.80,1.10,24.368,0.0413
456.55,D,0.50,0.80,1.70,23.973,0.0638
457.7,A,4.00,2.00,0.10,26.212,0.3370
457.7,A,4.00,2.00,1.10,24.525,0.2074
457.7,A,4.00,2.00,1.70,23.982,0.1295
457.7,B,7.50,0.80,0.10,25.463,0.2859
457.7,B,7.50,0.80,1.10,24.361,0.0413
457.7,B,7.50,0.80,1.70,23.969,0.0638
457.7,C,4.00,4.50,0.10,25.771,0.2855
457.7,C,4.00,4.50,1.10,24.537,0.0010
457.7,C,4.00,4.50,1.70,24.069,0.0011
457.7,D,0.50,0.80,0.10,25.463,0.2859
457.7,D,0.50,0.80,1.10,24.361,0.0413
457.7,D,0.50,0.80,1.70,23.969,0.0638
458.85,A,4.00,2.00,0.10,26.196,0.3370
458.85,A,4.00,2.00,1.10,24.517,0.2074
458.85,A,4.00,2.00,1.70,23.978,0.1295
458.85,B,7.50,0.80,0.10,25.450,0.2859
458.85,B,7.50,0.80,1.10,24.354,0.0413
458.85,B,7.50,0.80,1.70,23.965,0.0638
458.85,C,4.00,4.50,0.10,25.756,0.2855
458.85,C,4.00,4.50,1.10,24.528,0.0010
458.85,C,4.00,4.50,1.70,24.064,0.0011
458.85,D,0.50,0.80,0.10,25.450,0.2859
458.85,D,0.50,0.80,1.10,24.354,0.0413
458.85,D,0.50,0.80,1.70,23.965,0.0638
460.0,A,4.00,2.00,0.10,26.179,0.3370
460.0,A,4.00,2.00,1.10,24.508,0.2074
460.0,A,4.00,2.00,1.70,23.974,0.1295
460.0,B,7.50,0.80,0.10,25.438,0.2859
460.0,B,7.50,0.80,1.10,24.346,0.0413
460.0,B,7.50,0.80,1.70,23.961,0.0638
460.0,C,4.00,4.50,0.10,25.742,0.2855
460.0,C,4.00,4.50,1.10,24.520,0.0010
460.0,C,4.00,4.50,1.70,24.059,0.0011
460.0,D,0.50,0.80,0.10,25.438,0.2859
460.0,D,0.50,0.80,1.10,24.346,0.0413
460.0,D,0.50,0.80,1.70,23.961,0.0638
461.15,A,4.00,2.00,0.10,26.162,0.3370
461.15,A,4.00,2.00,1.10,24.500,0.2074
461.15,A,4.00,2.00,1.70,23.970,0.1295
461.15,B,7.50,0.80,0.10,25.425,0.2859
461.15,B,7.50,0.80,1.10,24.339,0.0413
461.15,B,7.50,0.80,1.70,23.957,0.0638
461.15,C,4.00,4.50,0.10,25.728,0.2855
461.15,C,4.00,4.50,1.10,24.512,0.0010
461.15,C,4.00,4.50,1.70,24.055,0.0011
461.15,D,0.50,0.80,0.10,25.425,0.2859
461.15,D,0.50,0.80,1.10,24.339,0.0413
461.15,D,0.50,0.80,1.70,23.957,0.0638
462.3,A,4.00,2.00,0.10,26.146,0.3370
462.3,A,4.00,2.00,1.10,24.492,0.2074
462.3,A,4.00,2.00,1.70,23.966,0.1295
462.3,B,7.50,0.80,0.10,25.412,0.2859
462.3,B,7.50,0.80,1.10,24.332,0.0413
462.3,B,7.50,0.80,1.70,23.953,0.0638
462.3,C,4.00,4.50,0.10,25.713,0.2855
462.3,C,4.00,4.50,1.10,24.503,0.0010
462.3,C,4.00,4.50,1.70,24.050,0.0011
462.3,D,0.50,0.80,0.10,25.412,0.2859
462.3,D,0.50,0.80,1.10,24.332,0.0413
462.3,D,0.50,0.80,1.70,23.953,0.0638
463.45,A,4.00,2.00,0.10,26.129,0.3370
463.45,A,4.00,2.00,1.10,24.484,0.2074
463.45,A,4.00,2.00,1.70,23.962,0.1295
463.45,B,7.50,0.80,0.10,25.400,0.2859
463.45,B,7.50,0.80,1.10,24.325,0.0413
463.45,B,7.50,0.80,1.70,23.949,0.0638
463.45,C,4.00,4.50,0.10,25.699,0.2855
463.45,C,4.00,4.50,1.10,24.495,0.0010
463.45,C,4.00,4.50,1.70,24.045,0.0011
463.45,D,0.50,0.80,0.10,25.400,0.2859
463.45,D,0.50,0.80,1.10,24.325,0.0413
463.45,D,0.50,0.80,1.70,23.949,0.0638
464.6,A,4.00,2.00,0.10,26.113,0.3370
464.6,A,4.00,2.00,1.10,24.476,0.2074
464.6,A,4.00,2.00,1.70,23.958,0.1295
464.6,B,7.50,0.80,0.10,25.387,0.2859
464.6,B,7.50,0.80,1.10,24.318,0.0413
464.6,B,7.50,0.80,1.70,23.945,0.0638
464.6,C,4.00,4.50,0.10,25.685,0.2855
464.6,C,4.00,4.50,1.10,24.487,0.0010
464.6,C,4.00,4.50,1.70,24.041,0.0011
464.6,D,0.50,0.80,0.10,25.387,0.2859
464.6,D,0.50,0.80,1.10,24.318,0.0413
464.6,D,0.50,0.80,1.70,23.945,0.0638
465.75,A,4.00,2.00,0.10,26.097,0.3370
465.75,A,4.00,2.00,1.10,24.468,0.2074
465.75,A,4.00,2.00,1.70,23.954,0.1295
465.75,B,7.50,0.80,0.10,25.374,0.2859
465.75,B,7.50,0.80,1.10,24.311,0.0413
465.75,B,7.50,0.80,1.70,23.941,0.0638
465.75,C,4.00,4.50,0.10,25.671,0.2855
465.75,C,4.00,4.50,1.10,24.479,0.0010
465.75,C,4.00,4.50,1.70,24.036,0.0011
465.75,D,0.50,0.80,0.10,25.374,0.2859
465.75,D,0.50,0.80,1.10,24.311,0.0413
465.75,D,0.50,0.80,1.70,23.941,0.0638
466.9,A,4.00,2.00,0.10,26.081,0.3370
466.9,A,4.00,2.00,1.10,24.460,0.2074
466.9,A,4.00,2.00,1.70,23.950,0.1295
466.9,B,7.50,0.80,0.10,25.362,0.2859
466.9,B,7.50,0.80,1.10,24.304,0.0413
466.9,B,7.50,0.80,1.70,23.937,0.0638
466.9,C,4.00,4.50,0.10,25.657,0.2855
466.9,C,4.00,4.50,1.10,24.471,0.0010
466.9,C,4.00,4.50,1.70,24.031,0.0011
466.9,D,0.50,0.80,0.10,25.362,0.2859
466.9,D,0.50,0.80,1.10,24.304,0.0413
466.9,D,0.50,0.80,1.70,23.937,0.0638
468.05,A,4.00,2.00,0.10,26.065,0.3370
468.05,A,4.00,2.00,1.10,24.452,0.2074
468.05,A,4.00,2.00,1.70,23.946,0.1295
468.05,B,7.50,0.80,0.10,25.350,0.2859
468.05,B,7.50,0.80,1.10,24.297,0.0413
468.05,B,7.50,0.80,1.70,23.934,0.0638
468.05,C,4.00,4.50,0.10,25.643,0.2855
468.05,C,4.00,4.50,1.10,24.463,0.0010
468.05,C,4.00,4.50,1.70,24.027,0.0011
468.05,D,0.50,0.80,0.10,25.350,0.2859
468.05,D,0.50,0.80,1.10,24.297,0.0413
468.05,D,0.50,0.80,1.70,23.934,0.0638
469.2,A,4.00,2.00,0.10,26.049,0.3370
469.2,A,4.00,2.00,1.10,24.444,0.2074
469.2,A,4.00,2.00,1.70,23.942,0.1295
469.2,B,7.50,0.80,0.10,25.337,0.2859
469.2,B,7.50,0.80,1.10,24.290,0.0413
469.2,B,7.50,0.80,1.70,23.930,0.0638
469.2,C,4.00,4.50,0.10,25.629,0.2855
469.2,C,4.00,4.50,1.10,24.455,0.0010
469.2,C,4.00,4.50,1.70,24.022,0.0011
469.2,D,0.50,0.80,0.10,25.337,0.2859
469.2,D,0.50,0.80,1.10,24.290,0.0413
469.2,D,0.50,0.80,1.70,23.930,0.0638
470.35,A,4.00,2.00,0.10,26.033,0.3370
470.35,A,4.00,2.00,1.10,24.436,0.2074
470.35,A,4.00,2.00,1.70,23.938,0.1295
470.35,B,7.50,0.80,0.10,25.325,0.2859
470.35,B,7.50,0.80,1.10,24.284,0.0413
470.35,B,7.50,0.80,1.70,23.926,0.0638
470.35,C,4.00,4.50,0.10,25.616,0.2855
470.35,C,4.00,4.50,1.10,24.447,0.0010
470.35,C,4.00,4.50,1.70,24.018,0.0011
470.35,D,0.50,0.80,0.10,25.325,0.2859
470.35,D,0.50,0.80,1.10,24.284,0.0413
470.35,D,0.50,0.80,1.70,23.926,0.0638
471.5,A,4.00,2.00,0.10,26.017,0.3370
471.5,A,4.00,2.00,1.10,24.429,0.2074
471.5,A,4.00,2.00,1.70,23.934,0.1295
471.5,B,7.50,0.80,0.10,25.313,0.2859
471.5,B,7.50,0.80,1.10,24.277,0.0413
471.5,B,7.50,0.80,1.70,23.922,0.0638
471.5,C,4.00,4.50,0.10,25.602,0.2855
471.5,C,4.00,4.50,1.10,24.439,0.0010
471.5,C,4.00,4.50,1.70,24.013,0.0011
471.5,D,0.50,0.80,0.10,25.313,0.2859
471.5,D,0.50,0.80,1.10,24.277,0.0413
471.5,D,0.50,0.80,1.70,23.922,0.0638
472.65,A,4.00,2.00,0.10,26.001,0.3370
472.65,A,4.00,2.00,1.10,24.421,0.2074
472.65,A,4.00,2.00,1.70,23.931,0.1295
472.65,B,7.50,0.80,0.10,25.301,0.2859
472.65,B,7.50,0.80,1.10,24.270,0.0413
472.65,B,7.50,0.80,1.70,23.919,0.0638
472.65,C,4.00,4.50,0.10,25.588,0.2855
472.65,C,4.00,4.50,1.10,24.432,0.0010
472.65,C,4.00,4.50,1.70,24.009,0.0011
472.65,D,0.50,0.80,0.10,25.301,0.2859
472.65,D,0.50,0.80,1.10,24.270,0.0413
472.65,D,0.50,0.80,1.70,23.919,0.0638
473.8,A,4.00,2.00,0.10,25.986,0.3370
473.8,A,4.00,2.00,1.10,24.413,0.2074
473.8,A,4.00,2.00,1.70,23.927,0.1295
473.8,B,7.50,0.80,0.10,25.289,0.2859
473.8,B,7.50,0.80,1.10,24.264,0.0413
473.8,B,7.50,0.80,1.70,23.915,0.0638
473.8,C,4.00,4.50,0.10,25.575,0.2855
473.8,C,4.00,4.50,1.10,24.424,0.0010
473.8,C,4.00,4.50,1.70,24.004,0.0011
473.8,D,0.50,0.80,0.10,25.289,0.2859
473.8,D,0.50,0.80,1.10,24.264,0.0413
473.8,D,0.50,0.80,1.70,23.915,0.0638
474.95,A,4.00,2.00,0.10,25.970,0.3370
474.95,A,4.00,2.00,1.10,24.406,0.2074
474.95,A,4.00,2.00,1.70,23.923,0.1295
474.95,B,7.50,0.80,0.10,25.277,0.2859
474.95,B,7.50,0.80,1.10,24.257,0.0413
474.95,B,7.50,0.80,1.70,23.911,0.0638
474.95,C,4.00,4.50,0.10,25.561,0.2855
474.95,C,4.00,4.50,1.10,24.416,0.0010
474.95,C,4.00,4.50,1.70,24.000,0.0011
474.95,D,0.50,0.80,0.10,25.277,0.2859
474.95,D,0.50,0.80,1.10,24.257,0.0413
474.95,D,0.50,0.80,1.70,23.911,0.0638
476.1,A,4.00,2.00,0.10,25.955,0.3370
476.1,A,4.00,2.00,1.10,24.398,0.2074
476.1,A,4.00,2.00,1.70,23.920,0.1295
476.1,B,7.50,0.80,0.10,25.265,0.2859
476.1,B,7.50,0.80,1.10,24.250,0.0413
476.1,B,7.50,0.80,1.70,23.908,0.0638
476.1,C,4.00,4.50,0.10,25.548,0.2855
476.1,C,4.00,4.50,1.10,24.409,0.0010
476.1,C,4.00,4.50,1.70,23.996,0.0011
476.1,D,0.50,0.80,0.10,25.265,0.2859
476.1,D,0.50,0.80,1.10,24.250,0.0413
476.1,D,0.50,0.80,1.70,23.908,0.0638
477.25,A,4.00,2.00,0.10,25.939,0.3370
477.25,A,4.00,2.00,1.10,24.391,0.2074
477.25,A,4.00,2.00,1.70,23.916,0.1295
477.25,B,7.50,0.80,0.10,25.253,0.2859
