t_s,point,ue_x,ue_y,z,T_C,U_mag
432.54,B,7.50,0.80,1.70,22.468,0.0727
432.54,C,4.00,4.50,0.10,22.366,0.3128
432.54,C,4.00,4.50,1.10,21.953,0.3538
432.54,C,4.00,4.50,1.70,21.038,0.6598
432.54,D,0.50,0.80,0.10,22.358,0.2371
432.54,D,0.50,0.80,1.10,22.205,0.1755
432.54,D,0.50,0.80,1.70,22.468,0.0727
433.43,A,4.00,2.00,0.10,22.699,0.1321
433.43,A,4.00,2.00,1.10,22.042,0.0285
433.43,A,4.00,2.00,1.70,22.040,0.0871
433.43,B,7.50,0.80,0.10,22.356,0.2369
433.43,B,7.50,0.80,1.10,22.203,0.1747
433.43,B,7.50,0.80,1.70,22.466,0.0726
433.43,C,4.00,4.50,0.10,22.363,0.3124
433.43,C,4.00,4.50,1.10,21.948,0.3546
433.43,C,4.00,4.50,1.70,21.037,0.6597
433.43,D,0.50,0.80,0.10,22.356,0.2369
433.43,D,0.50,0.80,1.10,22.203,0.1749
433.43,D,0.50,0.80,1.70,22.465,0.0726
434.31,A,4.00,2.00,0.10,22.697,0.1326
434.31,A,4.00,2.00,1.10,22.040,0.0281
434.31,A,4.00,2.00,1.70,22.039,0.0865
434.31,B,7.50,0.80,0.10,22.355,0.2367
434.31,B,7.50,0.80,1.10,22.202,0.1742
434.31,B,7.50,0.80,1.70,22.464,0.0725
434.31,C,4.00,4.50,0.10,22.361,0.3119
434.31,C,4.00,4.50,1.10,21.942,0.3553
434.31,C,4.00,4.50,1.70,21.036,0.6596
434.31,D,0.50,0.80,0.10,22.355,0.2368
434.31,D,0.50,0.80,1.10,22.202,0.1744
434.31,D,0.50,0.80,1.70,22.463,0.0725
435.19,A,4.00,2.00,0.10,22.695,0.1330
435.19,A,4.00,2.00,1.10,22.038,0.0278
435.19,A,4.00,2.00,1.70,22.038,0.0860
435.19,B,7.50,0.80,0.10,22.354,0.2366
435.19,B,7.50,0.80,1.10,22.200,0.1737
435.19,B,7.50,0.80,1.70,22.461,0.0726
435.19,C,4.00,4.50,0.10,22.358,0.3115
435.19,C,4.00,4.50,1.10,21.937,0.3561
435.19,C,4.00,4.50,1.70,21.035,0.6596
435.19,D,0.50,0.80,0.10,22.355,0.2366
435.19,D,0.50,0.80,1.10,22.200,0.1739
435.19,D,0.50,0.80,1.70,22.461,0.0726
436.08,A,4.00,2.00,0.10,22.693,0.1334
436.08,A,4.00,2.00,1.10,22.036,0.0275
436.08,A,4.00,2.00,1.70,22.037,0.0854
436.08,B,7.50,0.80,0.10,22.353,0.2364
436.08,B,7.50,0.80,1.10,22.199,0.1732
436.08,B,7.50,0.80,1.70,22.459,0.0728
436.08,C,4.00,4.50,0.10,22.355,0.3110
436.08,C,4.00,4.50,1.10,21.932,0.3568
436.08,C,4.00,4.50,1.70,21.034,0.6596
436.08,D,0.50,0.80,0.10,22.354,0.2365
436.08,D,0.50,0.80,1.10,22.199,0.1734
436.08,D,0.50,0.80,1.70,22.459,0.0727
436.96,A,4.00,2.00,0.10,22.691,0.1337
436.96,A,4.00,2.00,1.10,22.034,0.0272
436.96,A,4.00,2.00,1.70,22.037,0.0849
436.96,B,7.50,0.80,0.10,22.352,0.2362
436.96,B,7.50,0.80,1.10,22.198,0.1727
436.96,B,7.50,0.80,1.70,22.457,0.0731
436.96,C,4.00,4.50,0.10,22.353,0.3106
436.96,C,4.00,4.50,1.10,21.926,0.3576
436.96,C,4.00,4.50,1.70,21.034,0.6596
436.96,D,0.50,0.80,0.10,22.353,0.2363
436.96,D,0.50,0.80,1.10,22.198,0.1729
436.96,D,0.50,0.80,1.70,22.457,0.0730
437.85,A,4.00,2.00,0.10,22.689,0.1341
437.85,A,4.00,2.00,1.10,22.033,0.0270
437.85,A,4.00,2.00,1.70,22.036,0.0844
437.85,B,7.50,0.80,0.10,22.352,0.2360
437.85,B,7.50,0.80,1.10,22.197,0.1723
437.85,B,7.50,0.80,1.70,22.456,0.0735
437.85,C,4.00,4.50,0.10,22.350,0.3101
437.85,C,4.00,4.50,1.10,21.920,0.3584
437.85,C,4.00,4.50,1.70,21.033,0.6596
437.85,D,0.50,0.80,0.10,22.352,0.2361
437.85,D,0.50,0.80,1.10,22.197,0.1725
437.85,D,0.50,0.80,1.70,22.455,0.0734
438.73,A,4.00,2.00,0.10,22.688,0.1344
438.73,A,4.00,2.00,1.10,22.031,0.0268
438.73,A,4.00,2.00,1.70,22.036,0.0840
438.73,B,7.50,0.80,0.10,22.351,0.2358
438.73,B,7.50,0.80,1.10,22.197,0.1719
438.73,B,7.50,0.80,1.70,22.454,0.0740
438.73,C,4.00,4.50,0.10,22.348,0.3097
438.73,C,4.00,4.50,1.10,21.915,0.3593
438.73,C,4.00,4.50,1.70,21.032,0.6596
438.73,D,0.50,0.80,0.10,22.352,0.2359
438.73,D,0.50,0.80,1.10,22.197,0.1721
438.73,D,0.50,0.80,1.70,22.453,0.0738
439.61,A,4.00,2.00,0.10,22.686,0.1347
439.61,A,4.00,2.00,1.10,22.029,0.0266
439.61,A,4.00,2.00,1.70,22.035,0.0835
439.61,B,7.50,0.80,0.10,22.351,0.2356
439.61,B,7.50,0.80,1.10,22.196,0.1717
439.61,B,7.50,0.80,1.70,22.453,0.0745
439.61,C,4.00,4.50,0.10,22.346,0.3093
439.61,C,4.00,4.50,1.10,21.909,0.3601
439.61,C,4.00,4.50,1.70,21.032,0.6596
439.61,D,0.50,0.80,0.10,22.352,0.2357
439.61,D,0.50,0.80,1.10,22.196,0.1718
439.61,D,0.50,0.80,1.70,22.452,0.0744
440.50,A,4.00,2.00,0.10,22.685,0.1351
440.50,A,4.00,2.00,1.10,22.028,0.0265
440.50,A,4.00,2.00,1.70,22.035,0.0831
440.50,B,7.50,0.80,0.10,22.351,0.2354
440.50,B,7.50,0.80,1.10,22.196,0.1714
440.50,B,7.50,0.80,1.70,22.452,0.0752
440.50,C,4.00,4.50,0.10,22.343,0.3089
440.50,C,4.00,4.50,1.10,21.902,0.3611
440.50,C,4.00,4.50,1.70,21.031,0.6597
440.50,D,0.50,0.80,0.10,22.351,0.2355
440.50,D,0.50,0.80,1.10,22.196,0.1716
440.50,D,0.50,0.80,1.70,22.451,0.0750
441.38,A,4.00,2.00,0.10,22.683,0.1354
441.38,A,4.00,2.00,1.10,22.026,0.0264
441.38,A,4.00,2.00,1.70,22.034,0.0827
441.38,B,7.50,0.80,0.10,22.351,0.2352
441.38,B,7.50,0.80,1.10,22.196,0.1713
441.38,B,7.50,0.80,1.70,22.451,0.0759
441.38,C,4.00,4.50,0.10,22.341,0.3086
441.38,C,4.00,4.50,1.10,21.896,0.3621
441.38,C,4.00,4.50,1.70,21.031,0.6597
441.38,D,0.50,0.80,0.10,22.351,0.2354
441.38,D,0.50,0.80,1.10,22.196,0.1714
441.38,D,0.50,0.80,1.70,22.450,0.0757
442.27,A,4.00,2.00,0.10,22.682,0.1358
442.27,A,4.00,2.00,1.10,22.025,0.0263
442.27,A,4.00,2.00,1.70,22.034,0.0824
442.27,B,7.50,0.80,0.10,22.351,0.2350
442.27,B,7.50,0.80,1.10,22.196,0.1712
442.27,B,7.50,0.80,1.70,22.450,0.0767
442.27,C,4.00,4.50,0.10,22.339,0.3082
442.27,C,4.00,4.50,1.10,21.889,0.3631
442.27,C,4.00,4.50,1.70,21.030,0.6597
442.27,D,0.50,0.80,0.10,22.351,0.2352
442.27,D,0.50,0.80,1.10,22.196,0.1714
442.27,D,0.50,0.80,1.70,22.449,0.0765
443.16,A,4.00,2.00,0.10,22.681,0.1362
443.16,A,4.00,2.00,1.10,22.023,0.0262
443.16,A,4.00,2.00,1.70,22.033,0.0820
443.16,B,7.50,0.80,0.10,22.351,0.2348
443.16,B,7.50,0.80,1.10,22.196,0.1712
443.16,B,7.50,0.80,1.70,22.449,0.0775
443.16,C,4.00,4.50,0.10,22.337,0.3079
443.16,C,4.00,4.50,1.10,21.882,0.3641
443.16,C,4.00,4.50,1.70,21.030,0.6597
443.16,D,0.50,0.80,0.10,22.351,0.2350
443.16,D,0.50,0.80,1.10,22.196,0.1713
443.16,D,0.50,0.80,1.70,22.447,0.0773
444.04,A,4.00,2.00,0.10,22.680,0.1366
444.04,A,4.00,2.00,1.10,22.022,0.0261
444.04,A,4.00,2.00,1.70,22.033,0.0817
444.04,B,7.50,0.80,0.10,22.351,0.2347
444.04,B,7.50,0.80,1.10,22.196,0.1713
444.04,B,7.50,0.80,1.70,22.448,0.0784
444.04,C,4.00,4.50,0.10,22.335,0.3075
444.04,C,4.00,4.50,1.10,21.875,0.3651
444.04,C,4.00,4.50,1.70,21.030,0.6596
444.04,D,0.50,0.80,0.10,22.351,0.2348
444.04,D,0.50,0.80,1.10,22.196,0.1714
444.04,D,0.50,0.80,1.70,22.446,0.0781
444.93,A,4.00,2.00,0.10,22.678,0.1370
444.93,A,4.00,2.00,1.10,22.020,0.0260
444.93,A,4.00,2.00,1.70,22.032,0.0814
444.93,B,7.50,0.80,0.10,22.352,0.2345
444.93,B,7.50,0.80,1.10,22.197,0.1715
444.93,B,7.50,0.80,1.70,22.447,0.0792
444.93,C,4.00,4.50,0.10,22.332,0.3072
444.93,C,4.00,4.50,1.10,21.868,0.3662
444.93,C,4.00,4.50,1.70,21.029,0.6596
444.93,D,0.50,0.80,0.10,22.352,0.2346
444.93,D,0.50,0.80,1.10,22.196,0.1716
444.93,D,0.50,0.80,1.70,22.446,0.0790
445.82,A,4.00,2.00,0.10,22.677,0.1374
445.82,A,4.00,2.00,1.10,22.019,0.0259
445.82,A,4.00,2.00,1.70,22.032,0.0811
445.82,B,7.50,0.80,0.10,22.352,0.2343
445.82,B,7.50,0.80,1.10,22.197,0.1717
445.82,B,7.50,0.80,1.70,22.446,0.0801
445.82,C,4.00,4.50,0.10,22.330,0.3069
445.82,C,4.00,4.50,1.10,21.862,0.3672
445.82,C,4.00,4.50,1.70,21.029,0.6595
445.82,D,0.50,0.80,0.10,22.352,0.2345
445.82,D,0.50,0.80,1.10,22.196,0.1718
445.82,D,0.50,0.80,1.70,22.445,0.0798
446.70,A,4.00,2.00,0.10,22.676,0.1379
446.70,A,4.00,2.00,1.10,22.018,0.0258
446.70,A,4.00,2.00,1.70,22.031,0.0809
446.70,B,7.50,0.80,0.10,22.353,0.2341
446.70,B,7.50,0.80,1.10,22.197,0.1720
446.70,B,7.50,0.80,1.70,22.445,0.0809
446.70,C,4.00,4.50,0.10,22.328,0.3065
446.70,C,4.00,4.50,1.10,21.855,0.3681
446.70,C,4.00,4.50,1.70,21.029,0.6594
446.70,D,0.50,0.80,0.10,22.353,0.2343
446.70,D,0.50,0.80,1.10,22.196,0.1720
446.70,D,0.50,0.80,1.70,22.444,0.0806
447.59,A,4.00,2.00,0.10,22.674,0.1383
447.59,A,4.00,2.00,1.10,22.016,0.0257
447.59,A,4.00,2.00,1.70,22.031,0.0806
447.59,B,7.50,0.80,0.10,22.353,0.2340
447.59,B,7.50,0.80,1.10,22.197,0.1723
447.59,B,7.50,0.80,1.70,22.444,0.0817
447.59,C,4.00,4.50,0.10,22.326,0.3061
447.59,C,4.00,4.50,1.10,21.848,0.3690
447.59,C,4.00,4.50,1.70,21.029,0.6594
447.59,D,0.50,0.80,0.10,22.353,0.2341
447.59,D,0.50,0.80,1.10,22.196,0.1723
447.59,D,0.50,0.80,1.70,22.442,0.0814
448.48,A,4.00,2.00,0.10,22.673,0.1388
448.48,A,4.00,2.00,1.10,22.015,0.0256
448.48,A,4.00,2.00,1.70,22.030,0.0804
448.48,B,7.50,0.80,0.10,22.354,0.2338
448.48,B,7.50,0.80,1.10,22.197,0.1727
448.48,B,7.50,0.80,1.70,22.443,0.0825
448.48,C,4.00,4.50,0.10,22.324,0.3058
448.48,C,4.00,4.50,1.10,21.842,0.3699
448.48,C,4.00,4.50,1.70,21.028,0.6593
448.48,D,0.50,0.80,0.10,22.353,0.2339
448.48,D,0.50,0.80,1.10,22.197,0.1726
448.48,D,0.50,0.80,1.70,22.441,0.0822
449.36,A,4.00,2.00,0.10,22.671,0.1392
449.36,A,4.00,2.00,1.10,22.014,0.0254
449.36,A,4.00,2.00,1.70,22.030,0.0801
449.36,B,7.50,0.80,0.10,22.354,0.2337
449.36,B,7.50,0.80,1.10,22.198,0.1730
449.36,B,7.50,0.80,1.70,22.442,0.0832
449.36,C,4.00,4.50,0.10,22.321,0.3054
449.36,C,4.00,4.50,1.10,21.835,0.3707
449.36,C,4.00,4.50,1.70,21.028,0.6592
449.36,D,0.50,0.80,0.10,22.354,0.2338
449.36,D,0.50,0.80,1.10,22.197,0.1729
449.36,D,0.50,0.80,1.70,22.440,0.0829
450.25,A,4.00,2.00,0.10,22.669,0.1397
450.25,A,4.00,2.00,1.10,22.013,0.0253
450.25,A,4.00,2.00,1.70,22.029,0.0799
450.25,B,7.50,0.80,0.10,22.355,0.2335
450.25,B,7.50,0.80,1.10,22.198,0.1734
450.25,B,7.50,0.80,1.70,22.441,0.0838
450.25,C,4.00,4.50,0.10,22.319,0.3050
450.25,C,4.00,4.50,1.10,21.829,0.3715
450.25,C,4.00,4.50,1.70,21.027,0.6592
450.25,D,0.50,0.80,0.10,22.355,0.2336
450.25,D,0.50,0.80,1.10,22.197,0.1732
450.25,D,0.50,0.80,1.70,22.439,0.0835
451.13,A,4.00,2.00,0.10,22.667,0.1401
451.13,A,4.00,2.00,1.10,22.012,0.0251
451.13,A,4.00,2.00,1.70,22.029,0.0797
451.13,B,7.50,0.80,0.10,22.356,0.2334
451.13,B,7.50,0.80,1.10,22.198,0.1737
451.13,B,7.50,0.80,1.70,22.440,0.0844
451.13,C,4.00,4.50,0.10,22.317,0.3047
451.13,C,4.00,4.50,1.10,21.823,0.3722
451.13,C,4.00,4.50,1.70,21.026,0.6591
451.13,D,0.50,0.80,0.10,22.355,0.2336
451.13,D,0.50,0.80,1.10,22.198,0.1736
451.13,D,0.50,0.80,1.70,22.438,0.0841
452.02,A,4.00,2.00,0.10,22.665,0.1406
452.02,A,4.00,2.00,1.10,22.010,0.0249
452.02,A,4.00,2.00,1.70,22.028,0.0795
452.02,B,7.50,0.80,0.10,22.356,0.2334
452.02,B,7.50,0.80,1.10,22.199,0.1741
452.02,B,7.50,0.80,1.70,22.438,0.0849
452.02,C,4.00,4.50,0.10,22.314,0.3043
452.02,C,4.00,4.50,1.10,21.818,0.3729
452.02,C,4.00,4.50,1.70,21.026,0.6590
452.02,D,0.50,0.80,0.10,22.356,0.2335
452.02,D,0.50,0.80,1.10,22.198,0.1739
452.02,D,0.50,0.80,1.70,22.437,0.0846
452.91,A,4.00,2.00,0.10,22.663,0.1410
452.91,A,4.00,2.00,1.10,22.009,0.0247
452.91,A,4.00,2.00,1.70,22.028,0.0793
452.91,B,7.50,0.80,0.10,22.357,0.2334
452.91,B,7.50,0.80,1.10,22.199,0.1744
452.91,B,7.50,0.80,1.70,22.437,0.0853
452.91,C,4.00,4.50,0.10,22.312,0.3039
452.91,C,4.00,4.50,1.10,21.813,0.3735
452.91,C,4.00,4.50,1.70,21.025,0.6590
452.91,D,0.50,0.80,0.10,22.357,0.2335
452.91,D,0.50,0.80,1.10,22.198,0.1743
452.91,D,0.50,0.80,1.70,22.436,0.0850
453.79,A,4.00,2.00,0.10,22.661,0.1414
453.79,A,4.00,2.00,1.10,22.008,0.0245
453.79,A,4.00,2.00,1.70,22.027,0.0792
453.79,B,7.50,0.80,0.10,22.358,0.2335
453.79,B,7.50,0.80,1.10,22.199,0.1748
453.79,B,7.50,0.80,1.70,22.436,0.0856
453.79,C,4.00,4.50,0.10,22.310,0.3036
453.79,C,4.00,4.50,1.10,21.808,0.3741
453.79,C,4.00,4.50,1.70,21.024,0.6590
453.79,D,0.50,0.80,0.10,22.358,0.2336
453.79,D,0.50,0.80,1.10,22.198,0.1746
453.79,D,0.50,0.80,1.70,22.434,0.0853
454.68,A,4.00,2.00,0.10,22.658,0.1418
454.68,A,4.00,2.00,1.10,22.007,0.0243
454.68,A,4.00,2.00,1.70,22.027,0.0790
454.68,B,7.50,0.80,0.10,22.359,0.2335
454.68,B,7.50,0.80,1.10,22.199,0.1752
454.68,B,7.50,0.80,1.70,22.434,0.0858
454.68,C,4.00,4.50,0.10,22.308,0.3033
454.68,C,4.00,4.50,1.10,21.803,0.3746
454.68,C,4.00,4.50,1.70,21.023,0.6590
454.68,D,0.50,0.80,0.10,22.358,0.2336
454.68,D,0.50,0.80,1.10,22.198,0.1750
454.68,D,0.50,0.80,1.70,22.433,0.0855
455.57,A,4.00,2.00,0.10,22.656,0.1421
455.57,A,4.00,2.00,1.10,22.006,0.0240
455.57,A,4.00,2.00,1.70,22.026,0.0788
455.57,B,7.50,0.80,0.10,22.359,0.2336
455.57,B,7.50,0.80,1.10,22.198,0.1756
455.57,B,7.50,0.80,1.70,22.432,0.0858
455.57,C,4.00,4.50,0.10,22.306,0.3030
455.57,C,4.00,4.50,1.10,21.799,0.3751
455.57,C,4.00,4.50,1.70,21.022,0.6589
455.57,D,0.50,0.80,0.10,22.359,0.2337
455.57,D,0.50,0.80,1.10,22.198,0.1754
455.57,D,0.50,0.80,1.70,22.431,0.0856
456.45,A,4.00,2.00,0.10,22.654,0.1425
456.45,A,4.00,2.00,1.10,22.006,0.0237
456.45,A,4.00,2.00,1.70,22.026,0.0786
456.45,B,7.50,0.80,0.10,22.359,0.2337
456.45,B,7.50,0.80,1.10,22.197,0.1760
456.45,B,7.50,0.80,1.70,22.429,0.0858
456.45,C,4.00,4.50,0.10,22.304,0.3027
456.45,C,4.00,4.50,1.10,21.795,0.3755
456.45,C,4.00,4.50,1.70,21.021,0.6589
456.45,D,0.50,0.80,0.10,22.359,0.2338
456.45,D,0.50,0.80,1.10,22.197,0.1758
456.45,D,0.50,0.80,1.70,22.428,0.0856
457.34,A,4.00,2.00,0.10,22.651,0.1428
457.34,A,4.00,2.00,1.10,22.005,0.0234
457.34,A,4.00,2.00,1.70,22.026,0.0785
457.34,B,7.50,0.80,0.10,22.360,0.2338
457.34,B,7.50,0.80,1.10,22.196,0.1764
457.34,B,7.50,0.80,1.70,22.427,0.0856
457.34,C,4.00,4.50,0.10,22.302,0.3024
457.34,C,4.00,4.50,1.10,21.791,0.3758
457.34,C,4.00,4.50,1.70,21.020,0.6590
457.34,D,0.50,0.80,0.10,22.359,0.2339
457.34,D,0.50,0.80,1.10,22.195,0.1763
457.34,D,0.50,0.80,1.70,22.425,0.0855
458.23,A,4.00,2.00,0.10,22.649,0.1432
458.23,A,4.00,2.00,1.10,22.004,0.0232
458.23,A,4.00,2.00,1.70,22.025,0.0783
458.23,B,7.50,0.80,0.10,22.360,0.2339
458.23,B,7.50,0.80,1.10,22.194,0.1768
458.23,B,7.50,0.80,1.70,22.424,0.0854
458.23,C,4.00,4.50,0.10,22.300,0.3022
458.23,C,4.00,4.50,1.10,21.787,0.3762
458.23,C,4.00,4.50,1.70,21.019,0.6590
458.23,D,0.50,0.80,0.10,22.359,0.2339
458.23,D,0.50,0.80,1.10,22.194,0.1767
458.23,D,0.50,0.80,1.70,22.422,0.0852
459.11,A,4.00,2.00,0.10,22.646,0.1435
459.11,A,4.00,2.00,1.10,22.003,0.0229
459.11,A,4.00,2.00,1.70,22.025,0.0782
459.11,B,7.50,0.80,0.10,22.359,0.2339
459.11,B,7.50,0.80,1.10,22.193,0.1772
459.11,B,7.50,0.80,1.70,22.420,0.0851
459.11,C,4.00,4.50,0.10,22.298,0.3020
459.11,C,4.00,4.50,1.10,21.784,0.3765
459.11,C,4.00,4.50,1.70,21.018,0.6590
459.11,D,0.50,0.80,0.10,22.359,0.2339
459.11,D,0.50,0.80,1.10,22.192,0.1770
459.11,D,0.50,0.80,1.70,22.419,0.0849
460.00,A,4.00,2.00,0.10,22.644,0.1438
460.00,A,4.00,2.00,1.10,22.002,0.0225
460.00,A,4.00,2.00,1.70,22.025,0.0780
460.00,B,7.50,0.80,0.10,22.359,0.2339
460.00,B,7.50,0.80,1.10,22.191,0.1775
460.00,B,7.50,0.80,1.70,22.417,0.0847
460.00,C,4.00,4.50,0.10,22.296,0.3019
460.00,C,4.00,4.50,1.10,21.781,0.3767
460.00,C,4.00,4.50,1.70,21.017,0.6591
460.00,D,0.50,0.80,0.10,22.359,0.2339
460.00,D,0.50,0.80,1.10,22.190,0.1774
460.00,D,0.50,0.80,1.70,22.416,0.0846
460.89,A,4.00,2.00,0.10,22.642,0.1440
460.89,A,4.00,2.00,1.10,22.002,0.0222
460.89,A,4.00,2.00,1.70,22.024,0.0779
460.89,B,7.50,0.80,0.10,22.359,0.2338
460.89,B,7.50,0.80,1.10,22.189,0.1778
460.89,B,7.50,0.80,1.70,22.414,0.0843
460.89,C,4.00,4.50,0.10,22.294,0.3018
460.89,C,4.00,4.50,1.10,21.778,0.3770
460.89,C,4.00,4.50,1.70,21.015,0.6592
460.89,D,0.50,0.80,0.10,22.359,0.2338
460.89,D,0.50,0.80,1.10,22.189,0.1777
460.89,D,0.50,0.80,1.70,22.413,0.0842
461.77,A,4.00,2.00,0.10,22.639,0.1443
461.77,A,4.00,2.00,1.10,22.001,0.0219
461.77,A,4.00,2.00,1.70,22.024,0.0777
461.77,B,7.50,0.80,0.10,22.359,0.2337
461.77,B,7.50,0.80,1.10,22.188,0.1781
461.77,B,7.50,0.80,1.70,22.411,0.0839
461.77,C,4.00,4.50,0.10,22.292,0.3017
461.77,C,4.00,4.50,1.10,21.775,0.3772
461.77,C,4.00,4.50,1.70,21.014,0.6593
461.77,D,0.50,0.80,0.10,22.359,0.2338
461.77,D,0.50,0.80,1.10,22.187,0.1780
461.77,D,0.50,0.80,1.70,22.410,0.0838
462.66,A,4.00,2.00,0.10,22.637,0.1445
462.66,A,4.00,2.00,1.10,22.000,0.0216
462.66,A,4.00,2.00,1.70,22.024,0.0776
462.66,B,7.50,0.80,0.10,22.359,0.2337
462.66,B,7.50,0.80,1.10,22.186,0.1783
462.66,B,7.50,0.80,1.70,22.408,0.0835
462.66,C,4.00,4.50,0.10,22.290,0.3016
462.66,C,4.00,4.50,1.10,21.773,0.3774
462.66,C,4.00,4.50,1.70,21.013,0.6594
462.66,D,0.50,0.80,0.10,22.359,0.2337
462.66,D,0.50,0.80,1.10,22.186,0.1782
462.66,D,0.50,0.80,1.70,22.407,0.0834
463.55,A,4.00,2.00,0.10,22.635,0.1447
463.55,A,4.00,2.00,1.10,22.000,0.0213
463.55,A,4.00,2.00,1.70,22.024,0.0774
463.55,B,7.50,0.80,0.10,22.359,0.2336
463.55,B,7.50,0.80,1.10,22.185,0.1785
463.55,B,7.50,0.80,1.70,22.405,0.0831
463.55,C,4.00,4.50,0.10,22.289,0.3015
463.55,C,4.00,4.50,1.10,21.770,0.3777
463.55,C,4.00,4.50,1.70,21.011,0.6596
463.55,D,0.50,0.80,0.10,22.358,0.2336
463.55,D,0.50,0.80,1.10,22.185,0.1784
463.55,D,0.50,0.80,1.70,22.404,0.0830
464.43,A,4.00,2.00,0.10,22.633,0.1448
464.43,A,4.00,2.00,1.10,21.999,0.0210
464.43,A,4.00,2.00,1.70,22.023,0.0773
464.43,B,7.50,0.80,0.10,22.359,0.2335
464.43,B,7.50,0.80,1.10,22.184,0.1786
464.43,B,7.50,0.80,1.70,22.402,0.0827
464.43,C,4.00,4.50,0.10,22.287,0.3015
464.43,C,4.00,4.50,1.10,21.768,0.3779
464.43,C,4.00,4.50,1.70,21.010,0.6597
464.43,D,0.50,0.80,0.10,22.358,0.2336
464.43,D,0.50,0.80,1.10,22.184,0.1785
464.43,D,0.50,0.80,1.70,22.401,0.0826
465.32,A,4.00,2.00,0.10,22.630,0.1450
465.32,A,4.00,2.00,1.10,21.999,0.0207
465.32,A,4.00,2.00,1.70,22.023,0.0772
465.32,B,7.50,0.80,0.10,22.359,0.2335
465.32,B,7.50,0.80,1.10,22.183,0.1787
465.32,B,7.50,0.80,1.70,22.400,0.0824
465.32,C,4.00,4.50,0.10,22.285,0.3015
465.32,C,4.00,4.50,1.10,21.765,0.3782
465.32,C,4.00,4.50,1.70,21.008,0.6599
465.32,D,0.50,0.80,0.10,22.359,0.2335
465.32,D,0.50,0.80,1.10,22.183,0.1786
465.32,D,0.50,0.80,1.70,22.399,0.0823
466.21,A,4.00,2.00,0.10,22.628,0.1451
466.21,A,4.00,2.00,1.10,21.998,0.0205
466.21,A,4.00,2.00,1.70,22.023,0.0770
466.21,B,7.50,0.80,0.10,22.359,0.2335
466.21,B,7.50,0.80,1.10,22.182,0.1787
466.21,B,7.50,0.80,1.70,22.398,0.0821
466.21,C,4.00,4.50,0.10,22.284,0.3016
466.21,C,4.00,4.50,1.10,21.763,0.3785
466.21,C,4.00,4.50,1.70,21.007,0.6601
466.21,D,0.50,0.80,0.10,22.359,0.2335
466.21,D,0.50,0.80,1.10,22.182,0.1786
466.21,D,0.50,0.80,1.70,22.397,0.0819
467.09,A,4.00,2.00,0.10,22.626,0.1451
467.09,A,4.00,2.00,1.10,21.998,0.0202
467.09,A,4.00,2.00,1.70,22.023,0.0769
467.09,B,7.50,0.80,0.10,22.359,0.2334
467.09,B,7.50,0.80,1.10,22.181,0.1787
467.09,B,7.50,0.80,1.70,22.395,0.0818
467.09,C,4.00,4.50,0.10,22.283,0.3016
467.09,C,4.00,4.50,1.10,21.760,0.3789
467.09,C,4.00,4.50,1.70,21.006,0.6603
467.09,D,0.50,0.80,0.10,22.359,0.2335
467.09,D,0.50,0.80,1.10,22.181,0.1786
467.09,D,0.50,0.80,1.70,22.395,0.0817
467.98,A,4.00,2.00,0.10,22.625,0.1452
467.98,A,4.00,2.00,1.10,21.997,0.0200
467.98,A,4.00,2.00,1.70,22.023,0.0769
467.98,B,7.50,0.80,0.10,22.359,0.2334
467.98,B,7.50,0.80,1.10,22.180,0.1786
467.98,B,7.50,0.80,1.70,22.394,0.0816
467.98,C,4.00,4.50,0.10,22.281,0.3017
467.98,C,4.00,4.50,1.10,21.757,0.3793
467.98,C,4.00,4.50,1.70,21.004,0.6605
467.98,D,0.50,0.80,0.10,22.359,0.2335
467.98,D,0.50,0.80,1.10,22.180,0.1785
467.98,D,0.50,0.80,1.70,22.393,0.0814
468.87,A,4.00,2.00,0.10,22.623,0.1452
468.87,A,4.00,2.00,1.10,21.996,0.0198
468.87,A,4.00,2.00,1.70,22.023,0.0768
468.87,B,7.50,0.80,0.10,22.359,0.2334
468.87,B,7.50,0.80,1.10,22.179,0.1786
468.87,B,7.50,0.80,1.70,22.392,0.0814
468.87,C,4.00,4.50,0.10,22.280,0.3017
468.87,C,4.00,4.50,1.10,21.754,0.3797
468.87,C,4.00,4.50,1.70,21.003,0.6607
468.87,D,0.50,0.80,0.10,22.359,0.2335
468.87,D,0.50,0.80,1.10,22.179,0.1784
468.87,D,0.50,0.80,1.70,22.391,0.0812
469.75,A,4.00,2.00,0.10,22.621,0.1452
469.75,A,4.00,2.00,1.10,21.996,0.0196
469.75,A,4.00,2.00,1.70,22.023,0.0767
469.75,B,7.50,0.80,0.10,22.359,0.2334
469.75,B,7.50,0.80,1.10,22.178,0.1784
469.75,B,7.50,0.80,1.70,22.390,0.0812
469.75,C,4.00,4.50,0.10,22.279,0.3018
469.75,C,4.00,4.50,1.10,21.751,0.3802
469.75,C,4.00,4.50,1.70,21.002,0.6609
469.75,D,0.50,0.80,0.10,22.359,0.2335
469.75,D,0.50,0.80,1.10,22.178,0.1783
469.75,D,0.50,0.80,1.70,22.389,0.0810
470.64,A,4.00,2.00,0.10,22.619,0.1451
470.64,A,4.00,2.00,1.10,21.995,0.0194
470.64,A,4.00,2.00,1.70,22.023,0.0767
470.64,B,7.50,0.80,0.10,22.359,0.2334
470.64,B,7.50,0.80,1.10,22.177,0.1783
470.64,B,7.50,0.80,1.70,22.388,0.0811
