t_s,point,ue_x,ue_y,z,T_C,U_mag
394.50,B,7.50,0.80,1.10,22.160,0.1563
394.50,B,7.50,0.80,1.70,22.486,0.0362
394.50,C,4.00,4.50,0.10,22.496,0.3149
394.50,C,4.00,4.50,1.10,22.111,0.3534
394.50,C,4.00,4.50,1.70,21.104,0.6713
394.50,D,0.50,0.80,0.10,22.369,0.2581
394.50,D,0.50,0.80,1.10,22.160,0.1565
394.50,D,0.50,0.80,1.70,22.486,0.0363
395.39,A,4.00,2.00,0.10,22.780,0.1141
395.39,A,4.00,2.00,1.10,22.215,0.0521
395.39,A,4.00,2.00,1.70,22.215,0.1356
395.39,B,7.50,0.80,0.10,22.366,0.2569
395.39,B,7.50,0.80,1.10,22.160,0.1588
395.39,B,7.50,0.80,1.70,22.485,0.0374
395.39,C,4.00,4.50,0.10,22.493,0.3146
395.39,C,4.00,4.50,1.10,22.111,0.3530
395.39,C,4.00,4.50,1.70,21.102,0.6711
395.39,D,0.50,0.80,0.10,22.366,0.2568
395.39,D,0.50,0.80,1.10,22.160,0.1591
395.39,D,0.50,0.80,1.70,22.485,0.0375
396.28,A,4.00,2.00,0.10,22.778,0.1138
396.28,A,4.00,2.00,1.10,22.209,0.0518
396.28,A,4.00,2.00,1.70,22.210,0.1341
396.28,B,7.50,0.80,0.10,22.362,0.2555
396.28,B,7.50,0.80,1.10,22.160,0.1615
396.28,B,7.50,0.80,1.70,22.484,0.0387
396.28,C,4.00,4.50,0.10,22.490,0.3144
396.28,C,4.00,4.50,1.10,22.110,0.3524
396.28,C,4.00,4.50,1.70,21.101,0.6710
396.28,D,0.50,0.80,0.10,22.363,0.2554
396.28,D,0.50,0.80,1.10,22.161,0.1618
396.28,D,0.50,0.80,1.70,22.485,0.0388
397.16,A,4.00,2.00,0.10,22.776,0.1135
397.16,A,4.00,2.00,1.10,22.203,0.0514
397.16,A,4.00,2.00,1.70,22.204,0.1325
397.16,B,7.50,0.80,0.10,22.359,0.2541
397.16,B,7.50,0.80,1.10,22.162,0.1643
397.16,B,7.50,0.80,1.70,22.484,0.0401
397.16,C,4.00,4.50,0.10,22.487,0.3143
397.16,C,4.00,4.50,1.10,22.110,0.3517
397.16,C,4.00,4.50,1.70,21.100,0.6708
397.16,D,0.50,0.80,0.10,22.360,0.2541
397.16,D,0.50,0.80,1.10,22.162,0.1646
397.16,D,0.50,0.80,1.70,22.484,0.0402
398.05,A,4.00,2.00,0.10,22.774,0.1133
398.05,A,4.00,2.00,1.10,22.197,0.0510
398.05,A,4.00,2.00,1.70,22.198,0.1309
398.05,B,7.50,0.80,0.10,22.357,0.2529
398.05,B,7.50,0.80,1.10,22.164,0.1672
398.05,B,7.50,0.80,1.70,22.484,0.0416
398.05,C,4.00,4.50,0.10,22.484,0.3141
398.05,C,4.00,4.50,1.10,22.110,0.3510
398.05,C,4.00,4.50,1.70,21.099,0.6707
398.05,D,0.50,0.80,0.10,22.357,0.2528
398.05,D,0.50,0.80,1.10,22.165,0.1675
398.05,D,0.50,0.80,1.70,22.484,0.0417
398.94,A,4.00,2.00,0.10,22.772,0.1131
398.94,A,4.00,2.00,1.10,22.192,0.0506
398.94,A,4.00,2.00,1.70,22.192,0.1293
398.94,B,7.50,0.80,0.10,22.354,0.2516
398.94,B,7.50,0.80,1.10,22.168,0.1702
398.94,B,7.50,0.80,1.70,22.483,0.0433
398.94,C,4.00,4.50,0.10,22.482,0.3141
398.94,C,4.00,4.50,1.10,22.110,0.3502
398.94,C,4.00,4.50,1.70,21.097,0.6706
398.94,D,0.50,0.80,0.10,22.355,0.2516
398.94,D,0.50,0.80,1.10,22.168,0.1704
398.94,D,0.50,0.80,1.70,22.483,0.0434
399.82,A,4.00,2.00,0.10,22.770,0.1130
399.82,A,4.00,2.00,1.10,22.186,0.0502
399.82,A,4.00,2.00,1.70,22.186,0.1276
399.82,B,7.50,0.80,0.10,22.352,0.2505
399.82,B,7.50,0.80,1.10,22.172,0.1731
399.82,B,7.50,0.80,1.70,22.483,0.0451
399.82,C,4.00,4.50,0.10,22.479,0.3140
399.82,C,4.00,4.50,1.10,22.111,0.3494
399.82,C,4.00,4.50,1.70,21.096,0.6704
399.82,D,0.50,0.80,0.10,22.352,0.2505
399.82,D,0.50,0.80,1.10,22.173,0.1733
399.82,D,0.50,0.80,1.70,22.483,0.0452
400.71,A,4.00,2.00,0.10,22.769,0.1129
400.71,A,4.00,2.00,1.10,22.180,0.0497
400.71,A,4.00,2.00,1.70,22.181,0.1260
400.71,B,7.50,0.80,0.10,22.350,0.2495
400.71,B,7.50,0.80,1.10,22.177,0.1759
400.71,B,7.50,0.80,1.70,22.483,0.0470
400.71,C,4.00,4.50,0.10,22.476,0.3141
400.71,C,4.00,4.50,1.10,22.110,0.3486
400.71,C,4.00,4.50,1.70,21.094,0.6703
400.71,D,0.50,0.80,0.10,22.350,0.2495
400.71,D,0.50,0.80,1.10,22.178,0.1761
400.71,D,0.50,0.80,1.70,22.483,0.0472
401.60,A,4.00,2.00,0.10,22.767,0.1128
401.60,A,4.00,2.00,1.10,22.174,0.0493
401.60,A,4.00,2.00,1.70,22.175,0.1244
401.60,B,7.50,0.80,0.10,22.348,0.2486
401.60,B,7.50,0.80,1.10,22.183,0.1785
401.60,B,7.50,0.80,1.70,22.483,0.0491
401.60,C,4.00,4.50,0.10,22.473,0.3142
401.60,C,4.00,4.50,1.10,22.110,0.3479
401.60,C,4.00,4.50,1.70,21.093,0.6702
401.60,D,0.50,0.80,0.10,22.349,0.2485
401.60,D,0.50,0.80,1.10,22.183,0.1787
401.60,D,0.50,0.80,1.70,22.483,0.0492
402.48,A,4.00,2.00,0.10,22.765,0.1128
402.48,A,4.00,2.00,1.10,22.169,0.0489
402.48,A,4.00,2.00,1.70,22.169,0.1228
402.48,B,7.50,0.80,0.10,22.347,0.2477
402.48,B,7.50,0.80,1.10,22.189,0.1808
402.48,B,7.50,0.80,1.70,22.483,0.0512
402.48,C,4.00,4.50,0.10,22.470,0.3143
402.48,C,4.00,4.50,1.10,22.110,0.3472
402.48,C,4.00,4.50,1.70,21.091,0.6701
402.48,D,0.50,0.80,0.10,22.347,0.2477
402.48,D,0.50,0.80,1.10,22.190,0.1810
402.48,D,0.50,0.80,1.70,22.483,0.0514
403.37,A,4.00,2.00,0.10,22.763,0.1128
403.37,A,4.00,2.00,1.10,22.163,0.0484
403.37,A,4.00,2.00,1.70,22.163,0.1211
403.37,B,7.50,0.80,0.10,22.345,0.2468
403.37,B,7.50,0.80,1.10,22.195,0.1828
403.37,B,7.50,0.80,1.70,22.483,0.0535
403.37,C,4.00,4.50,0.10,22.468,0.3145
403.37,C,4.00,4.50,1.10,22.109,0.3465
403.37,C,4.00,4.50,1.70,21.089,0.6700
403.37,D,0.50,0.80,0.10,22.346,0.2468
403.37,D,0.50,0.80,1.10,22.196,0.1830
403.37,D,0.50,0.80,1.70,22.484,0.0536
404.25,A,4.00,2.00,0.10,22.762,0.1128
404.25,A,4.00,2.00,1.10,22.158,0.0479
404.25,A,4.00,2.00,1.70,22.157,0.1195
404.25,B,7.50,0.80,0.10,22.344,0.2460
404.25,B,7.50,0.80,1.10,22.201,0.1844
404.25,B,7.50,0.80,1.70,22.484,0.0559
404.25,C,4.00,4.50,0.10,22.465,0.3147
404.25,C,4.00,4.50,1.10,22.107,0.3460
404.25,C,4.00,4.50,1.70,21.088,0.6699
404.25,D,0.50,0.80,0.10,22.344,0.2460
404.25,D,0.50,0.80,1.10,22.202,0.1845
404.25,D,0.50,0.80,1.70,22.484,0.0560
405.14,A,4.00,2.00,0.10,22.760,0.1129
405.14,A,4.00,2.00,1.10,22.152,0.0474
405.14,A,4.00,2.00,1.70,22.151,0.1180
405.14,B,7.50,0.80,0.10,22.343,0.2452
405.14,B,7.50,0.80,1.10,22.207,0.1856
405.14,B,7.50,0.80,1.70,22.484,0.0583
405.14,C,4.00,4.50,0.10,22.462,0.3150
405.14,C,4.00,4.50,1.10,22.105,0.3455
405.14,C,4.00,4.50,1.70,21.086,0.6698
405.14,D,0.50,0.80,0.10,22.343,0.2452
405.14,D,0.50,0.80,1.10,22.207,0.1857
405.14,D,0.50,0.80,1.70,22.484,0.0584
406.03,A,4.00,2.00,0.10,22.759,0.1131
406.03,A,4.00,2.00,1.10,22.147,0.0469
406.03,A,4.00,2.00,1.70,22.145,0.1164
406.03,B,7.50,0.80,0.10,22.342,0.2444
406.03,B,7.50,0.80,1.10,22.212,0.1864
406.03,B,7.50,0.80,1.70,22.485,0.0608
406.03,C,4.00,4.50,0.10,22.459,0.3153
406.03,C,4.00,4.50,1.10,22.103,0.3451
406.03,C,4.00,4.50,1.70,21.085,0.6696
406.03,D,0.50,0.80,0.10,22.342,0.2444
406.03,D,0.50,0.80,1.10,22.212,0.1864
406.03,D,0.50,0.80,1.70,22.485,0.0608
406.92,A,4.00,2.00,0.10,22.757,0.1132
406.92,A,4.00,2.00,1.10,22.142,0.0463
406.92,A,4.00,2.00,1.70,22.140,0.1149
406.92,B,7.50,0.80,0.10,22.341,0.2436
406.92,B,7.50,0.80,1.10,22.216,0.1868
406.92,B,7.50,0.80,1.70,22.485,0.0632
406.92,C,4.00,4.50,0.10,22.456,0.3156
406.92,C,4.00,4.50,1.10,22.101,0.3447
406.92,C,4.00,4.50,1.70,21.083,0.6695
406.92,D,0.50,0.80,0.10,22.341,0.2436
406.92,D,0.50,0.80,1.10,22.216,0.1868
406.92,D,0.50,0.80,1.70,22.485,0.0632
407.80,A,4.00,2.00,0.10,22.756,0.1134
407.80,A,4.00,2.00,1.10,22.137,0.0458
407.80,A,4.00,2.00,1.70,22.134,0.1134
407.80,B,7.50,0.80,0.10,22.340,0.2429
407.80,B,7.50,0.80,1.10,22.219,0.1868
407.80,B,7.50,0.80,1.70,22.486,0.0655
407.80,C,4.00,4.50,0.10,22.453,0.3159
407.80,C,4.00,4.50,1.10,22.098,0.3445
407.80,C,4.00,4.50,1.70,21.081,0.6693
407.80,D,0.50,0.80,0.10,22.340,0.2429
407.80,D,0.50,0.80,1.10,22.219,0.1869
407.80,D,0.50,0.80,1.70,22.486,0.0656
408.69,A,4.00,2.00,0.10,22.754,0.1137
408.69,A,4.00,2.00,1.10,22.132,0.0452
408.69,A,4.00,2.00,1.70,22.129,0.1120
408.69,B,7.50,0.80,0.10,22.340,0.2421
408.69,B,7.50,0.80,1.10,22.221,0.1866
408.69,B,7.50,0.80,1.70,22.486,0.0678
408.69,C,4.00,4.50,0.10,22.450,0.3162
408.69,C,4.00,4.50,1.10,22.095,0.3443
408.69,C,4.00,4.50,1.70,21.080,0.6690
408.69,D,0.50,0.80,0.10,22.340,0.2421
408.69,D,0.50,0.80,1.10,22.221,0.1867
408.69,D,0.50,0.80,1.70,22.486,0.0679
409.57,A,4.00,2.00,0.10,22.752,0.1139
409.57,A,4.00,2.00,1.10,22.127,0.0446
409.57,A,4.00,2.00,1.70,22.123,0.1106
409.57,B,7.50,0.80,0.10,22.340,0.2413
409.57,B,7.50,0.80,1.10,22.223,0.1863
409.57,B,7.50,0.80,1.70,22.487,0.0699
409.57,C,4.00,4.50,0.10,22.447,0.3165
409.57,C,4.00,4.50,1.10,22.091,0.3441
409.57,C,4.00,4.50,1.70,21.078,0.6688
409.57,D,0.50,0.80,0.10,22.340,0.2413
409.57,D,0.50,0.80,1.10,22.223,0.1863
409.57,D,0.50,0.80,1.70,22.487,0.0700
410.46,A,4.00,2.00,0.10,22.751,0.1143
410.46,A,4.00,2.00,1.10,22.123,0.0440
410.46,A,4.00,2.00,1.70,22.118,0.1093
410.46,B,7.50,0.80,0.10,22.340,0.2406
410.46,B,7.50,0.80,1.10,22.224,0.1859
410.46,B,7.50,0.80,1.70,22.487,0.0719
410.46,C,4.00,4.50,0.10,22.443,0.3167
410.46,C,4.00,4.50,1.10,22.087,0.3441
410.46,C,4.00,4.50,1.70,21.076,0.6685
410.46,D,0.50,0.80,0.10,22.340,0.2406
410.46,D,0.50,0.80,1.10,22.224,0.1859
410.46,D,0.50,0.80,1.70,22.487,0.0719
411.34,A,4.00,2.00,0.10,22.749,0.1146
411.34,A,4.00,2.00,1.10,22.118,0.0434
411.34,A,4.00,2.00,1.70,22.113,0.1080
411.34,B,7.50,0.80,0.10,22.341,0.2399
411.34,B,7.50,0.80,1.10,22.224,0.1854
411.34,B,7.50,0.80,1.70,22.488,0.0737
411.34,C,4.00,4.50,0.10,22.440,0.3170
411.34,C,4.00,4.50,1.10,22.083,0.3441
411.34,C,4.00,4.50,1.70,21.075,0.6682
411.34,D,0.50,0.80,0.10,22.341,0.2399
411.34,D,0.50,0.80,1.10,22.224,0.1855
411.34,D,0.50,0.80,1.70,22.488,0.0737
412.23,A,4.00,2.00,0.10,22.748,0.1150
412.23,A,4.00,2.00,1.10,22.114,0.0428
412.23,A,4.00,2.00,1.70,22.108,0.1067
412.23,B,7.50,0.80,0.10,22.342,0.2392
412.23,B,7.50,0.80,1.10,22.224,0.1850
412.23,B,7.50,0.80,1.70,22.488,0.0752
412.23,C,4.00,4.50,0.10,22.437,0.3171
412.23,C,4.00,4.50,1.10,22.078,0.3442
412.23,C,4.00,4.50,1.70,21.073,0.6678
412.23,D,0.50,0.80,0.10,22.342,0.2392
412.23,D,0.50,0.80,1.10,22.224,0.1851
412.23,D,0.50,0.80,1.70,22.488,0.0752
413.11,A,4.00,2.00,0.10,22.746,0.1154
413.11,A,4.00,2.00,1.10,22.110,0.0422
413.11,A,4.00,2.00,1.70,22.104,0.1054
413.11,B,7.50,0.80,0.10,22.343,0.2386
413.11,B,7.50,0.80,1.10,22.224,0.1846
413.11,B,7.50,0.80,1.70,22.489,0.0766
413.11,C,4.00,4.50,0.10,22.434,0.3172
413.11,C,4.00,4.50,1.10,22.073,0.3443
413.11,C,4.00,4.50,1.70,21.071,0.6674
413.11,D,0.50,0.80,0.10,22.343,0.2386
413.11,D,0.50,0.80,1.10,22.224,0.1847
413.11,D,0.50,0.80,1.70,22.489,0.0766
413.99,A,4.00,2.00,0.10,22.745,0.1159
413.99,A,4.00,2.00,1.10,22.105,0.0416
413.99,A,4.00,2.00,1.70,22.099,0.1042
413.99,B,7.50,0.80,0.10,22.344,0.2381
413.99,B,7.50,0.80,1.10,22.223,0.1843
413.99,B,7.50,0.80,1.70,22.489,0.0777
413.99,C,4.00,4.50,0.10,22.430,0.3173
413.99,C,4.00,4.50,1.10,22.069,0.3445
413.99,C,4.00,4.50,1.70,21.070,0.6670
413.99,D,0.50,0.80,0.10,22.344,0.2381
413.99,D,0.50,0.80,1.10,22.223,0.1844
413.99,D,0.50,0.80,1.70,22.489,0.0777
414.88,A,4.00,2.00,0.10,22.743,0.1164
414.88,A,4.00,2.00,1.10,22.101,0.0410
414.88,A,4.00,2.00,1.70,22.095,0.1031
414.88,B,7.50,0.80,0.10,22.345,0.2377
414.88,B,7.50,0.80,1.10,22.223,0.1840
414.88,B,7.50,0.80,1.70,22.489,0.0786
414.88,C,4.00,4.50,0.10,22.427,0.3174
414.88,C,4.00,4.50,1.10,22.064,0.3446
414.88,C,4.00,4.50,1.70,21.068,0.6666
414.88,D,0.50,0.80,0.10,22.346,0.2377
414.88,D,0.50,0.80,1.10,22.223,0.1841
414.88,D,0.50,0.80,1.70,22.489,0.0786
415.76,A,4.00,2.00,0.10,22.741,0.1170
415.76,A,4.00,2.00,1.10,22.097,0.0404
415.76,A,4.00,2.00,1.70,22.090,0.1020
415.76,B,7.50,0.80,0.10,22.347,0.2372
415.76,B,7.50,0.80,1.10,22.223,0.1837
415.76,B,7.50,0.80,1.70,22.489,0.0793
415.76,C,4.00,4.50,0.10,22.424,0.3174
415.76,C,4.00,4.50,1.10,22.059,0.3448
415.76,C,4.00,4.50,1.70,21.067,0.6661
415.76,D,0.50,0.80,0.10,22.347,0.2373
415.76,D,0.50,0.80,1.10,22.223,0.1839
415.76,D,0.50,0.80,1.70,22.489,0.0794
416.64,A,4.00,2.00,0.10,22.740,0.1175
416.64,A,4.00,2.00,1.10,22.094,0.0398
416.64,A,4.00,2.00,1.70,22.086,0.1009
416.64,B,7.50,0.80,0.10,22.348,0.2369
416.64,B,7.50,0.80,1.10,22.223,0.1835
416.64,B,7.50,0.80,1.70,22.489,0.0798
416.64,C,4.00,4.50,0.10,22.421,0.3173
416.64,C,4.00,4.50,1.10,22.054,0.3450
416.64,C,4.00,4.50,1.70,21.065,0.6656
416.64,D,0.50,0.80,0.10,22.349,0.2369
416.64,D,0.50,0.80,1.10,22.223,0.1836
416.64,D,0.50,0.80,1.70,22.489,0.0799
417.53,A,4.00,2.00,0.10,22.738,0.1182
417.53,A,4.00,2.00,1.10,22.090,0.0392
417.53,A,4.00,2.00,1.70,22.082,0.0999
417.53,B,7.50,0.80,0.10,22.350,0.2366
417.53,B,7.50,0.80,1.10,22.223,0.1832
417.53,B,7.50,0.80,1.70,22.489,0.0802
417.53,C,4.00,4.50,0.10,22.417,0.3172
417.53,C,4.00,4.50,1.10,22.049,0.3452
417.53,C,4.00,4.50,1.70,21.064,0.6652
417.53,D,0.50,0.80,0.10,22.350,0.2366
417.53,D,0.50,0.80,1.10,22.224,0.1833
417.53,D,0.50,0.80,1.70,22.489,0.0802
418.41,A,4.00,2.00,0.10,22.736,0.1189
418.41,A,4.00,2.00,1.10,22.086,0.0385
418.41,A,4.00,2.00,1.70,22.078,0.0989
418.41,B,7.50,0.80,0.10,22.352,0.2364
418.41,B,7.50,0.80,1.10,22.224,0.1829
418.41,B,7.50,0.80,1.70,22.490,0.0803
418.41,C,4.00,4.50,0.10,22.414,0.3171
418.41,C,4.00,4.50,1.10,22.044,0.3454
418.41,C,4.00,4.50,1.70,21.062,0.6647
418.41,D,0.50,0.80,0.10,22.352,0.2364
418.41,D,0.50,0.80,1.10,22.224,0.1830
418.41,D,0.50,0.80,1.70,22.490,0.0803
419.29,A,4.00,2.00,0.10,22.734,0.1196
419.29,A,4.00,2.00,1.10,22.083,0.0379
419.29,A,4.00,2.00,1.70,22.074,0.0980
419.29,B,7.50,0.80,0.10,22.353,0.2363
419.29,B,7.50,0.80,1.10,22.225,0.1826
419.29,B,7.50,0.80,1.70,22.490,0.0803
419.29,C,4.00,4.50,0.10,22.411,0.3169
419.29,C,4.00,4.50,1.10,22.039,0.3455
419.29,C,4.00,4.50,1.70,21.060,0.6643
419.29,D,0.50,0.80,0.10,22.354,0.2363
419.29,D,0.50,0.80,1.10,22.225,0.1828
419.29,D,0.50,0.80,1.70,22.490,0.0803
420.18,A,4.00,2.00,0.10,22.732,0.1204
420.18,A,4.00,2.00,1.10,22.079,0.0373
420.18,A,4.00,2.00,1.70,22.071,0.0971
420.18,B,7.50,0.80,0.10,22.355,0.2362
420.18,B,7.50,0.80,1.10,22.225,0.1823
420.18,B,7.50,0.80,1.70,22.490,0.0801
420.18,C,4.00,4.50,0.10,22.408,0.3167
420.18,C,4.00,4.50,1.10,22.035,0.3457
420.18,C,4.00,4.50,1.70,21.058,0.6638
420.18,D,0.50,0.80,0.10,22.356,0.2363
420.18,D,0.50,0.80,1.10,22.225,0.1825
420.18,D,0.50,0.80,1.70,22.490,0.0801
421.06,A,4.00,2.00,0.10,22.731,0.1212
421.06,A,4.00,2.00,1.10,22.076,0.0366
421.06,A,4.00,2.00,1.70,22.068,0.0963
421.06,B,7.50,0.80,0.10,22.357,0.2362
421.06,B,7.50,0.80,1.10,22.226,0.1820
421.06,B,7.50,0.80,1.70,22.490,0.0798
421.06,C,4.00,4.50,0.10,22.405,0.3165
421.06,C,4.00,4.50,1.10,22.030,0.3459
421.06,C,4.00,4.50,1.70,21.057,0.6634
421.06,D,0.50,0.80,0.10,22.357,0.2363
421.06,D,0.50,0.80,1.10,22.226,0.1821
421.06,D,0.50,0.80,1.70,22.490,0.0798
421.94,A,4.00,2.00,0.10,22.729,0.1220
421.94,A,4.00,2.00,1.10,22.073,0.0360
421.94,A,4.00,2.00,1.70,22.064,0.0955
421.94,B,7.50,0.80,0.10,22.358,0.2363
421.94,B,7.50,0.80,1.10,22.226,0.1816
421.94,B,7.50,0.80,1.70,22.490,0.0793
421.94,C,4.00,4.50,0.10,22.402,0.3162
421.94,C,4.00,4.50,1.10,22.025,0.3462
421.94,C,4.00,4.50,1.70,21.055,0.6630
421.94,D,0.50,0.80,0.10,22.359,0.2363
421.94,D,0.50,0.80,1.10,22.226,0.1818
421.94,D,0.50,0.80,1.70,22.490,0.0794
422.83,A,4.00,2.00,0.10,22.727,0.1229
422.83,A,4.00,2.00,1.10,22.070,0.0353
422.83,A,4.00,2.00,1.70,22.062,0.0947
422.83,B,7.50,0.80,0.10,22.360,0.2364
422.83,B,7.50,0.80,1.10,22.225,0.1813
422.83,B,7.50,0.80,1.70,22.490,0.0788
422.83,C,4.00,4.50,0.10,22.398,0.3160
422.83,C,4.00,4.50,1.10,22.020,0.3465
422.83,C,4.00,4.50,1.70,21.053,0.6627
422.83,D,0.50,0.80,0.10,22.360,0.2365
422.83,D,0.50,0.80,1.10,22.226,0.1814
422.83,D,0.50,0.80,1.70,22.490,0.0789
423.71,A,4.00,2.00,0.10,22.724,0.1238
423.71,A,4.00,2.00,1.10,22.067,0.0347
423.71,A,4.00,2.00,1.70,22.059,0.0940
423.71,B,7.50,0.80,0.10,22.361,0.2365
423.71,B,7.50,0.80,1.10,22.225,0.1809
423.71,B,7.50,0.80,1.70,22.489,0.0782
423.71,C,4.00,4.50,0.10,22.395,0.3157
423.71,C,4.00,4.50,1.10,22.015,0.3469
423.71,C,4.00,4.50,1.70,21.051,0.6623
423.71,D,0.50,0.80,0.10,22.361,0.2366
423.71,D,0.50,0.80,1.10,22.225,0.1810
423.71,D,0.50,0.80,1.70,22.489,0.0783
424.59,A,4.00,2.00,0.10,22.722,0.1247
424.59,A,4.00,2.00,1.10,22.064,0.0340
424.59,A,4.00,2.00,1.70,22.056,0.0933
424.59,B,7.50,0.80,0.10,22.361,0.2367
424.59,B,7.50,0.80,1.10,22.224,0.1804
424.59,B,7.50,0.80,1.70,22.488,0.0776
424.59,C,4.00,4.50,0.10,22.392,0.3155
424.59,C,4.00,4.50,1.10,22.009,0.3473
424.59,C,4.00,4.50,1.70,21.050,0.6620
424.59,D,0.50,0.80,0.10,22.362,0.2367
424.59,D,0.50,0.80,1.10,22.224,0.1806
424.59,D,0.50,0.80,1.70,22.488,0.0776
425.48,A,4.00,2.00,0.10,22.720,0.1256
425.48,A,4.00,2.00,1.10,22.061,0.0334
425.48,A,4.00,2.00,1.70,22.054,0.0926
425.48,B,7.50,0.80,0.10,22.362,0.2368
425.48,B,7.50,0.80,1.10,22.223,0.1799
425.48,B,7.50,0.80,1.70,22.487,0.0769
425.48,C,4.00,4.50,0.10,22.389,0.3152
425.48,C,4.00,4.50,1.10,22.003,0.3479
425.48,C,4.00,4.50,1.70,21.048,0.6617
425.48,D,0.50,0.80,0.10,22.362,0.2369
425.48,D,0.50,0.80,1.10,22.223,0.1801
425.48,D,0.50,0.80,1.70,22.486,0.0770
426.36,A,4.00,2.00,0.10,22.718,0.1265
426.36,A,4.00,2.00,1.10,22.059,0.0328
426.36,A,4.00,2.00,1.70,22.052,0.0919
426.36,B,7.50,0.80,0.10,22.362,0.2369
426.36,B,7.50,0.80,1.10,22.221,0.1794
426.36,B,7.50,0.80,1.70,22.485,0.0762
426.36,C,4.00,4.50,0.10,22.387,0.3149
426.36,C,4.00,4.50,1.10,21.997,0.3485
426.36,C,4.00,4.50,1.70,21.047,0.6614
426.36,D,0.50,0.80,0.10,22.362,0.2370
426.36,D,0.50,0.80,1.10,22.221,0.1796
426.36,D,0.50,0.80,1.70,22.485,0.0763
427.24,A,4.00,2.00,0.10,22.715,0.1274
427.24,A,4.00,2.00,1.10,22.056,0.0321
427.24,A,4.00,2.00,1.70,22.050,0.0913
427.24,B,7.50,0.80,0.10,22.362,0.2371
427.24,B,7.50,0.80,1.10,22.219,0.1788
427.24,B,7.50,0.80,1.70,22.483,0.0756
427.24,C,4.00,4.50,0.10,22.384,0.3147
427.24,C,4.00,4.50,1.10,21.990,0.3492
427.24,C,4.00,4.50,1.70,21.045,0.6611
427.24,D,0.50,0.80,0.10,22.362,0.2371
427.24,D,0.50,0.80,1.10,22.219,0.1790
427.24,D,0.50,0.80,1.70,22.483,0.0756
428.13,A,4.00,2.00,0.10,22.713,0.1282
428.13,A,4.00,2.00,1.10,22.054,0.0315
428.13,A,4.00,2.00,1.70,22.048,0.0907
428.13,B,7.50,0.80,0.10,22.361,0.2371
428.13,B,7.50,0.80,1.10,22.217,0.1782
428.13,B,7.50,0.80,1.70,22.481,0.0749
428.13,C,4.00,4.50,0.10,22.381,0.3144
428.13,C,4.00,4.50,1.10,21.984,0.3500
428.13,C,4.00,4.50,1.70,21.044,0.6608
428.13,D,0.50,0.80,0.10,22.362,0.2372
428.13,D,0.50,0.80,1.10,22.217,0.1784
428.13,D,0.50,0.80,1.70,22.480,0.0749
429.01,A,4.00,2.00,0.10,22.710,0.1290
429.01,A,4.00,2.00,1.10,22.052,0.0310
429.01,A,4.00,2.00,1.70,22.046,0.0900
429.01,B,7.50,0.80,0.10,22.361,0.2372
429.01,B,7.50,0.80,1.10,22.214,0.1776
429.01,B,7.50,0.80,1.70,22.479,0.0743
429.01,C,4.00,4.50,0.10,22.378,0.3141
429.01,C,4.00,4.50,1.10,21.977,0.3507
429.01,C,4.00,4.50,1.70,21.043,0.6606
429.01,D,0.50,0.80,0.10,22.361,0.2372
429.01,D,0.50,0.80,1.10,22.214,0.1778
429.01,D,0.50,0.80,1.70,22.478,0.0743
429.89,A,4.00,2.00,0.10,22.708,0.1297
429.89,A,4.00,2.00,1.10,22.050,0.0304
429.89,A,4.00,2.00,1.70,22.045,0.0894
429.89,B,7.50,0.80,0.10,22.360,0.2372
429.89,B,7.50,0.80,1.10,22.212,0.1770
429.89,B,7.50,0.80,1.70,22.476,0.0738
429.89,C,4.00,4.50,0.10,22.375,0.3138
429.89,C,4.00,4.50,1.10,21.971,0.3515
429.89,C,4.00,4.50,1.70,21.041,0.6604
429.89,D,0.50,0.80,0.10,22.360,0.2373
429.89,D,0.50,0.80,1.10,22.212,0.1772
429.89,D,0.50,0.80,1.70,22.476,0.0738
430.78,A,4.00,2.00,0.10,22.706,0.1304
430.78,A,4.00,2.00,1.10,22.047,0.0299
430.78,A,4.00,2.00,1.70,22.043,0.0888
430.78,B,7.50,0.80,0.10,22.359,0.2372
430.78,B,7.50,0.80,1.10,22.210,0.1764
430.78,B,7.50,0.80,1.70,22.474,0.0733
430.78,C,4.00,4.50,0.10,22.372,0.3135
430.78,C,4.00,4.50,1.10,21.965,0.3523
430.78,C,4.00,4.50,1.70,21.040,0.6601
430.78,D,0.50,0.80,0.10,22.360,0.2372
430.78,D,0.50,0.80,1.10,22.210,0.1766
430.78,D,0.50,0.80,1.70,22.473,0.0734
431.66,A,4.00,2.00,0.10,22.703,0.1310
431.66,A,4.00,2.00,1.10,22.045,0.0294
431.66,A,4.00,2.00,1.70,22.042,0.0882
431.66,B,7.50,0.80,0.10,22.358,0.2371
431.66,B,7.50,0.80,1.10,22.207,0.1759
431.66,B,7.50,0.80,1.70,22.471,0.0730
431.66,C,4.00,4.50,0.10,22.369,0.3131
431.66,C,4.00,4.50,1.10,21.959,0.3531
431.66,C,4.00,4.50,1.70,21.039,0.6600
431.66,D,0.50,0.80,0.10,22.359,0.2372
431.66,D,0.50,0.80,1.10,22.208,0.1761
431.66,D,0.50,0.80,1.70,22.471,0.0730
432.54,A,4.00,2.00,0.10,22.701,0.1316
432.54,A,4.00,2.00,1.10,22.043,0.0289
432.54,A,4.00,2.00,1.70,22.041,0.0876
432.54,B,7.50,0.80,0.10,22.357,0.2370
432.54,B,7.50,0.80,1.10,22.205,0.1753
